מזהה ייחודי להצעות חוק,המספר של הצעת החוק הממשלתית,סטטוס הצעת החוק הממשלתית,מספר הכנסת,האם הוחל על הצעת החוק דין רציפות,סיבת העצירה,סדרת הפרסום לקריאה הראשונה,הועדה המטפלת,שם ההצעה,מזהה ההצעה שאליה מוזגה ההצעה,מזהה ההצעה לפיצוול,שם מוצע לפיצול,תיאור סוגי המסמכים הקשורים,סוגי שינויים לשם ההצעה
291538,382,התקבלה בקריאה שלישית,17,,,,"העבודה, הרווחה והבריאות","חוק הביטוח הלאומי (תיקון מס' 108), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
291198,379,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק לעידוד השקעות הון (תיקון מס' 65), התשס""ט-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
291197,380,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק להגנה על עדים, התשס""ט-2008",,311892,"הצעת חוק להגנה על עדים, התשס""ח-2008",הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
291194,378,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק הכניסה לישראל (תיקון מס' 17), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
291193,378,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק התכנון והבנייה (תיקון מס' 87), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
289363,375,התקבלה בקריאה שלישית,17,,,,החוץ והבטחון,"חוק כליאתם של לוחמים בלתי חוקיים (תיקון והוראת שעה), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
288816,374,התקבלה בקריאה שלישית,17,,,,"העבודה, הרווחה והבריאות","חוק הביטוח הלאומי (תיקון מס' 7) (תיקון), התשס""ט-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל | לקריאה השנייה והשלישית
287073,372,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק הרבנות הראשית לישראל (תיקון מס' 2), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
287071,371,התקבלה בקריאה שלישית,17,,,,החוץ והבטחון,"חוק שירות ביטחון (הוראת שעה) (הצבת יוצאי צבא בשירות בתי הסוהר) (תיקון), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
286172,370,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק המועצות האזוריות (מועד בחירות כלליות) (תיקון מס' 5), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
286171,370,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק הרשויות המקומיות (בחירות) (הוראת שעה), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
282633,369,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק התכנון והבנייה (תיקון מס' 84 והוראת שעה), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
281775,368,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק ניירות ערך (תיקון מס' 36), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל | לקריאה הראשונה | לקריאה השנייה והשלישית
280348,367,התקבלה בקריאה שלישית,17,,,,החינוך התרבות והספורט,"חוק ארוחה יומית לתלמיד (תיקון), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
279368,366,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק המכר (דירות) (הבטחת השקעות של רוכשי דירות) (תיקון מס' 5), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
277215,365,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק לתיקון פקודת העיריות (מס' 115), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
273970,361,התקבלה בקריאה שלישית,17,,,,"העבודה, הרווחה והבריאות","חוק הביטוח הלאומי (תיקון מס' 106), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
273968,362,התקבלה בקריאה שלישית,17,,,,הכלכלה,"חוק לתיקון פקודת התעבורה (מס' 87), התשס""ח-2008",,291151,"הצעת חוק לתיקון פקודת התעבורה (מס' ...), התשס""ח-2008",הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
273967,360,התקבלה בקריאה שלישית,17,,,,הכנסת,"חוק הרבנות הראשית לישראל (הוראת שעה) (הארכת תקופת כהונה של מועצת הרבנות הראשית), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
273355,359,התקבלה בקריאה שלישית,17,,,,הכלכלה,"חוק אמנת הבנק האירופי לשיקום ולפיתוח, התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
272926,358,התקבלה בקריאה שלישית,17,,,,"העלייה, הקליטה והתפוצות","חוק התכנית להגדלת גמלאות הבטחת הכנסה לקשישים נזקקים ולסיוע לניצולי שואה (תיקוני חקיקה), התשס""ח-2008",,282032,"הצעת חוק ארגון יציג של ניצולי שואה בישראל התשס""ח -2008 ",הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
272325,357,התקבלה בקריאה שלישית,17,,,,"החוקה, חוק ומשפט","חוק חסינות מדינות זרות, התשס""ט-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
272324,355,התקבלה בקריאה שלישית,17,,,,"החוקה, חוק ומשפט","חוק חוקרים פרטיים ושירותי שמירה (תיקון מס' 3), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
270672,354,התקבלה בקריאה שלישית,17,,,,הכלכלה,"חוק משק החשמל (תיקון מס' 7), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
269447,352,התקבלה בקריאה שלישית,17,,,,החוץ והבטחון,"חוק שירות ביטחון (תיקון מס' 7 והוראת שעה) (שירות במשטרה ושירות מוכר) (תיקון מס' 8), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
269446,352,התקבלה בקריאה שלישית,17,,,,החוץ והבטחון,"חוק שירות ביטחון (הגבלות קריאה לשירות מילואים של קצין - הוראת שעה) (תיקון מס' 6), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
268489,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק ביטוח בריאות ממלכתי (תיקון מס' 37), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
268488,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק הביטוח הלאומי (תיקון מס' 103), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
268453,351,התקבלה בקריאה שלישית,17,,,,החוץ והבטחון,"חוק תשלום קצבאות לחיילי מילואים ולבני משפחותיהם (תיקון מס' 3), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
267549,350,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק שהייה שלא כדין (איסור סיוע) (הוראות שעה) (תיקון מס' 11), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
267271,291,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק לתיקון פקודת מס הכנסה (מס' 160 והוראת שעה), התשס""ח-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
267270,291,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק להגדלת שיעור ההשתתפות בכוח העבודה ולצמצום פערים חברתיים (מס הכנסה שלילי), התשס""ח-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
266935,349,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק לתיקון פקודת מס הכנסה (מס' 165), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
266934,348,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק לתיקון פקודת מס הכנסה (מס' 162), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
266307,347,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק מס הכנסה (תיאומים בשל אינפלציה) (תיקון מס' 20), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
264893,344,התקבלה בקריאה שלישית,17,,,,הכלכלה,"חוק מערכות תשלומים, התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
263985,335,התקבלה בקריאה שלישית,17,,,,"העבודה, הרווחה והבריאות","חוק ביטוח בריאות ממלכתי (הוראת שעה), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
263865,343,התקבלה בקריאה שלישית,17,,,,החוץ והבטחון,"חוק המטה לביטחון לאומי, התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל | לקריאה השנייה והשלישית
263345,342,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק כלי הירייה (תיקון מס' 15), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
263323,335,התקבלה בקריאה שלישית,17,,,,הכלכלה,"חוק התקנים (תיקון מס' 8), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
263319,335,התקבלה בקריאה שלישית,17,,,,הכלכלה,"חוק הרשות השניה לטלוויזיה ורדיו (תיקון מס' 29), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
262970,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק הביטוח הלאומי (תיקון מס' 102), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
262969,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק הרשויות המקומיות (מימון בחירות) (הוראת שעה), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
262968,335,התקבלה בקריאה שלישית,17,,,,"החוקה, חוק ומשפט","חוק החברות הממשלתיות (תיקון מס' 24), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
262964,335,התקבלה בקריאה שלישית,17,,,,"העבודה, הרווחה והבריאות","חוק שכר מינימום (העלאת סכומי שכר מינימום - הוראת שעה) (תיקון מס' 2), התשס""ח-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
262962,335,התקבלה בקריאה שלישית,17,,,,"החוקה, חוק ומשפט","חוק שירות המדינה (מינויים) (תיקון מס' 14), התשס""ט-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
262961,335,התקבלה בקריאה שלישית,17,,,,"החוקה, חוק ומשפט","חוק פיצויים לנפגעי תאונות דרכים (תיקון מס' 21), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
262959,335,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק הסדרת הטיפול בחופי הכנרת, התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל | לקריאה השנייה והשלישית
262958,335,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק איגודי ערים (תיקון מס' 5), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
262955,335,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק לתיקון פקודת העיריות (מס' 114), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
262894,335,התקבלה בקריאה שלישית,17,,,,"העבודה, הרווחה והבריאות","חוק לתיקון פקודת בריאות העם (תיקון מס' 22), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
262892,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק הגליל (תיקון מס' 11), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
262887,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק משק הדלק (קידום התחרות) (תיקון) (תיקון), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
262882,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק הבלו על הדלק (תיקון מס' 7), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
262880,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק מס ערך מוסף (תיקון מס' 36), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
262878,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק לתיקון פקודת מס הכנסה (מס' 167), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
262877,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק מיסוי מקרקעין (שבח, מכירה ורכישה) (תיקון מס' 61), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל | לקריאה השנייה והשלישית
262876,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק לתיקון פקודת מס הכנסה (מס' 166), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
262875,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק מיסוי מקרקעין (שבח, מכירה ורכישה) (תיקון מס' 60), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל | לקריאה השנייה והשלישית
262873,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק הרשויות המקומיות (העברת תשלומים מהמדינה) (תיקון מס' 2), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
262869,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק שירותי הדת היהודיים (תיקון מס' 15), התשס""ט-2008",,302263,"הצעת חוק שירותי הדת היהודיים (תיקון), התשס""ח-2007",הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
262800,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק ההסדרים במשק המדינה (תיקוני חקיקה להשגת יעדי התקציב והמדיניות הכלכלית לשנת הכספים 2008), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,תיקון טעות
262799,335,התקבלה בקריאה שלישית,17,,,,הכלכלה,"חוק משק הגז (קידום התחרות בגז לצריכה ביתית) (תיקוני חקיקה), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
261827,341,התקבלה בקריאה שלישית,17,,,,"החוקה, חוק ומשפט","חוק בתי המשפט (תיקון מס' 49), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
261826,341,התקבלה בקריאה שלישית,17,,,,"החוקה, חוק ומשפט","חוק בתי המשפט (תיקון מס' 52), התשס""ח-2008",,303536,"הצעת חוק בתי המשפט (תיקון מס' 46), התשס""ח-2007 - החלק הנותר",הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
261431,340,התקבלה בקריאה שלישית,17,,,,"החוקה, חוק ומשפט","חוק סדר הדין הפלילי (עצור החשוד בעבירת ביטחון) (הוראת שעה) (תיקון), התשס""ח-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
260947,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק התקציב לשנת הכספים 2008, התשס""ח-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
260871,339,התקבלה בקריאה שלישית,17,,,,"החוקה, חוק ומשפט","חוק הסיוע המשפטי (תיקון מס' 8), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל | לקריאה השנייה והשלישית
260870,339,התקבלה בקריאה שלישית,17,,,,המדע והטכנולוגיה,"חוק המועצה הלאומית למחקר ולפיתוח אזרחי (תיקון), התשס""ח-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
260466,335,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק מיסוי מקרקעין (שבח, מכירה ורכישה) (תיקון מס' 59), התשס""ח-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
257589,334,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק ניירות ערך (תיקון מס' 35), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל | לקריאה השנייה והשלישית
254691,329,התקבלה בקריאה שלישית,17,,,,"העבודה, הרווחה והבריאות","חוק הביטוח הלאומי (תיקון מס' 109), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
254681,331,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק מיסוי מקרקעין (שבח ורכישה) (תיקון מס' 62 - הוראת שעה), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
254679,332,התקבלה בקריאה שלישית,17,,,,"העבודה, הרווחה והבריאות","חוק משפחות חיילים שנספו במערכה (תגמולים ושיקום) (תיקון מס' 28), התשס""ח-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
254589,327,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק התכנון והבנייה (עידוד חיזוק מבנים מפני רעידות אדמה) (הוראת שעה), התשס""ח-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה השנייה והשלישית
254345,326,התקבלה בקריאה שלישית,17,,,,"העבודה, הרווחה והבריאות","חוק שירות עבודה בשעת חירום (תיקון מס' 7), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
254314,324,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק לתיקון פקודת בתי הסוהר (מס' 35), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
254095,323,התקבלה בקריאה שלישית,17,,,,"החוקה, חוק ומשפט","חוק למניעת העסקה של עברייני מין במוסדות מסוימים (תיקון מס' 5), התשס""ח-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
253693,322,התקבלה בקריאה שלישית,17,,,,"העבודה, הרווחה והבריאות","חוק הביטוח הלאומי (תיקון מס' 100), התשס""ח-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל | לקריאה השנייה והשלישית
253690,322,התקבלה בקריאה שלישית,17,,,,החינוך התרבות והספורט,"חוק זכויות הסטודנט (תיקון), התשס""ט-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל | לקריאה השנייה והשלישית
252810,316,התקבלה בקריאה שלישית,17,,,,"החוקה, חוק ומשפט","חוק בתי המשפט (תיקון מס' 42 והוראת שעה) (תיקון), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
252656,317,התקבלה בקריאה שלישית,17,,,,החוץ והבטחון,"חוק שירות ביטחון (הוראת שעה) (תיקון מס' 11), התשס""ז-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
252655,318,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק המדיניות הכלכלית לשנת הכספים 2004 (תיקוני חקיקה) (תיקון מס' 5), התשס""ז-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
252352,314,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק לתיקון פקודת מס הכנסה (מס' 159), התשס""ח-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות,לחוק שהתקבל
251929,313,התקבלה בקריאה שלישית,17,,,,הפנים והגנת הסביבה,"חוק המקרקעין (חיזוק בתים משותפים מפני רעידות אדמה), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
251447,312,התקבלה בקריאה שלישית,17,,,,"החוקה, חוק ומשפט","חוק בתי הדין הדתיים (מנהל בתי הדין) (תיקוני חקיקה), התשס""ח-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
251402,311,התקבלה בקריאה שלישית,17,,,,הכלכלה,"חוק היטלי סחר (תיקון מס' 4), התשס""ט-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל | לקריאה הראשונה
250992,310,התקבלה בקריאה שלישית,17,,,,"העבודה, הרווחה והבריאות","חוק הביטוח הלאומי (תיקון מס' 98), התשס""ז-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל | לקריאה השנייה והשלישית
250552,309,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק מס ערך מוסף (תיקון מס' 32), התשס""ח-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
250550,309,התקבלה בקריאה שלישית,17,,,,הכספים,"חוק לתיקון פקודת מס הכנסה (מס' 158 - הוראת שעה), התשס""ז-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
249919,307,התקבלה בקריאה שלישית,17,,,,"העבודה, הרווחה והבריאות","חוק הסעה בטיחותית לילדים ולפעוטות עם מוגבלות (תיקון מס' 4), התשס""ח-2008",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
249310,306,התקבלה בקריאה שלישית,17,,,,ו.משותפת כספים ועבודה - הגנה על עובדים בשעת חירום ,"חוק הגנה על עובדים בשעת חירום (תיקון - הוראת שעה), התשס""ז-2007",,,,הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
248865,305,התקבלה בקריאה שלישית,17,,,,הכלכלה,"חוק מועצת הצמחים (ייצור ושיווק) (תיקון מס' 8), התשס""ז-2007",,254659,"הצעת חוק מועצת הצמחים (ייצור ושיווק) (תיקון מס' 9), התשס""ז-2007",הצעת חוק לקריאה הראשונה - נוסח מתוקן | חוק - פרסום ברשומות | קטע מדברי הכנסת,לחוק שהתקבל
