מזהה ייחודי להצעות חוק,המספר של הצעת החוק הממשלתית,סטטוס הצעת החוק הממשלתית,מספר הכנסת,האם הוחל על הצעת החוק דין רציפות,סיבת העצירה,סדרת הפרסום לקריאה הראשונה,הועדה המטפלת,שם ההצעה,מזהה ההצעה שאליה מוזגה ההצעה,מזהה ההצעה לפיצוול,שם מוצע לפיצול,תיאור סוגי המסמכים הקשורים,סוגי שינויים לשם ההצעה
2066200,1204,התקבלה בקריאה שלישית,20,,,,ועדת הפנים והגנת הסביבה,"חוק הכניסה לישראל (תיקון מס' 30), התשע""ח-2018",,,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה | לקריאה השנייה והשלישית
2066031,1201,התקבלה בקריאה שלישית,20,,,,ועדת הפנים והגנת הסביבה,"חוק המאבק בטרור (תיקון מס' 3), התשע""ח-2018",,2066694,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065306,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק הפחתת הגירעון והגבלת ההוצאה התקציבית (תיקון מס' 17), התשע""ח-2018 ",,,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה | לקריאה השנייה והשלישית
2065305,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), התשע""ח-2018 ",,2065624,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065305,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), התשע""ח-2018 ",,2065623,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065305,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), התשע""ח-2018 ",,2065625,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065305,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), התשע""ח-2018 ",,2065622,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065305,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), התשע""ח-2018 ",,2065621,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065305,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), התשע""ח-2018 ",,2065618,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065305,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), התשע""ח-2018 ",,2065617,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065305,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), התשע""ח-2018 ",,2065616,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065305,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), התשע""ח-2018 ",,2065611,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065305,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), התשע""ח-2018 ",,2065610,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065305,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), התשע""ח-2018 ",,2065626,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065305,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), התשע""ח-2018 ",,2065609,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065305,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), התשע""ח-2018 ",,2065629,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065305,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), התשע""ח-2018 ",,2065631,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2065637,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2066038,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2065662,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2065660,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2065659,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2065656,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2065654,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2065653,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2065651,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2065608,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2065607,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2065605,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2065604,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2065603,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2065602,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065304,1196,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,2065600,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - לוח תיקונים-פונצ בננה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - לוח תיקונים | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2065303,1195,התקבלה בקריאה שלישית,20,,,,ועדת הכספים,"חוק התקציב לשנת הכספים 2019, התשע""ח-2018",,,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית,לחוק שהתקבל | לקריאה הראשונה | לקריאה השנייה והשלישית
2065101,784,התקבלה בקריאה שלישית,20,1,,,ועדת הכלכלה,"חוק התקשורת (בזק ושידורים) (תיקון מס' 67), התשע""ח-2018",,,,הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה | לקריאה השנייה והשלישית
2064836,1194,התקבלה בקריאה שלישית,20,,,,"ועדת העבודה, הרווחה והבריאות","חוק הביטוח הלאומי (תיקון מס' 200), התשע""ח-2018",,,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה | לקריאה השנייה והשלישית
2064313,1193,התקבלה בקריאה שלישית,20,,,,ועדת הפנים והגנת הסביבה,"חוק הכניסה לישראל (תיקון מס' 29 והוראות שעה), התשע""ח-2018",,2066382,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה | לקריאה השנייה והשלישית
2064242,1192,התקבלה בקריאה שלישית,20,,,,ועדת המדע והטכנולוגיה,"חוק חתימה אלקטרונית (תיקון מס' 3), התשע""ח-2018",,,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה | לקריאה השנייה והשלישית
2064229,1191,התקבלה בקריאה שלישית,20,,,,ועדת הכלכלה,"חוק הדיור הציבורי (זכויות רכישה) (תיקון מס' 9), התשע""ח-2018",,,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2063893,1190,התקבלה בקריאה שלישית,20,,,,"ועדת העבודה, הרווחה והבריאות","חוק שעות עבודה ומנוחה (תיקון מס' 17), התשע""ח-2018",,,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2063695,1188,התקבלה בקריאה שלישית,20,,,,"הוועדה המיוחדת לדיון בהצעות הבאות: הצ""ח עבודת נשים (תיקון- תקופת לידה והורות לבן זוג של עובדת שילדה יותר מילד אחד) (פ/3473), הצ""ח לתיקון פקודת רכב מנועי (מרכיב ההעמסה בתעריף הביטוח) (פ/3900) ובסעיפים מהצעת חוק ההסדרים","חוק התקנים (תיקון מס' 13), התשע""ח-2018",,,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2063556,1187,התקבלה בקריאה שלישית,20,,,,"ועדת החינוך, התרבות והספורט","חוק הרשויות המקומיות (מנהל יחידת נוער ומועצת תלמידים ונוער) (תיקון), התשע""ח-2018",,,,הצעת חוק לקריאה הראשונה | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2063209,1186,התקבלה בקריאה שלישית,20,,,,ועדת החוץ והביטחון,"חוק למניעת הפצה ומימון של נשק להשמדה המונית, התשע""ח-2018",,,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה | לקריאה השנייה והשלישית
2025778,1185,התקבלה בקריאה שלישית,20,,,,"ועדת החוקה, חוק ומשפט",חוק-יסוד: הממשלה (תיקון מס' 5),,,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה | לקריאה השנייה והשלישית | תיקון טעות
2025534,1148,התקבלה בקריאה שלישית,20,,,,ועדת הפנים והגנת הסביבה,"חוק התכנון והבנייה (תיקון מס' 122), התשע""ח-2018",,,,הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה | לקריאה השנייה והשלישית
2025077,1182,התקבלה בקריאה שלישית,20,,,,"ועדת החוקה, חוק ומשפט","חוק ההוצאה לפועל (תיקון מס' 56), התשע""ח-2018",,,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה | לקריאה השנייה והשלישית
2024738,1181,התקבלה בקריאה שלישית,20,,,,"הוועדה המשותפת לוועדת החוקה, חוק ומשפט ולוועדת הכספים לדיון בהצעת חוק נכסים של נספי השואה והטבות לניצולי שואה נזקקים (תיקוני חקיקה – הוראת שעה), התשע""ח-2018 (מ/1181)","חוק נכסים של נספי השואה והטבות לניצולי שואה נזקקים (תיקוני חקיקה), התשע""ח-2017",,,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה | לקריאה השנייה והשלישית
2024737,1180,התקבלה בקריאה שלישית,20,,,,"ועדת העבודה, הרווחה והבריאות","חוק שעות עבודה ומנוחה (תיקון מס' 16), התשע""ח-2017",,,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2024445,1178,התקבלה בקריאה שלישית,20,,,,ועדת הפנים והגנת הסביבה,"חוק לתיקון פקודת העיריות (הוראת שעה) (תיקון מס' 4), התשע""ח-2017",,,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה
2024342,1175,התקבלה בקריאה שלישית,20,,,,ועדת הפנים והגנת הסביבה,"חוק לתיקון דיני הרשויות המקומיות (חוקי עזר בעניין פתיחתם וסגירתם של עסקים בימי מנוחה), התשע""ח-2018",,,,הודעה לעיתונות | הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | הצעת חוק לקריאה השנייה והשלישית - הנחה מחדש | הצעת חוק לקריאה השנייה והשלישית - הנחה מחדש- פונצ בננה | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה | לקריאה השנייה והשלישית
2023922,1171,התקבלה בקריאה שלישית,20,,,,ועדת הכלכלה,"חוק הרשות הלאומית לבטיחות בדרכים (הוראת שעה) (תיקון מס' 2), התשע""ח-2018",,,,הצעת חוק לקריאה הראשונה | הצעת חוק לקריאה השניה והשלישית - פונצ  בננה | הצעת חוק לקריאה השנייה והשלישית | חוק - נוסח לא רשמי | חוק - פרסום ברשומות,לחוק שהתקבל | לקריאה הראשונה | לקריאה השנייה והשלישית
