bill_id,knesset_num,sub_type,status,ancestor_first_plenum_discussion,presented_to_plenum,merged_first_call,from_presented_to_first_call,from_presented_to_first_call_without_pagra,merged_last_call,from_last_call_to_first_relevant_committee_discussion,from_last_call_to_first_relevant_committee_discussion_without_pagra,from_first_relevant_committee_discussions_to_last,from_first_relevant_committee_discussions_to_last_without_pagra,from_presented_to_plenum_to_publication,from_presented_to_plenum_to_publication_without_pagra,from_first_plenum_discussion_to_publication,from_first_plenum_discussion_to_publication_without_pagra,publication_date,dates_comments
553205,1,ממשלתית,הונחה על שולחן הכנסת לקריאה ראשונה,,,,,,,,,,,,,,,,"failed to find presented to plenum, failed to find first call, failed to find last call"
553206,1,ממשלתית,הונחה על שולחן הכנסת לקריאה ראשונה,,,,,,,,,,,,,,,,"failed to find presented to plenum, failed to find first call, failed to find last call"
553207,1,ממשלתית,הונחה על שולחן הכנסת לקריאה ראשונה,,,,,,,,,,,,,,,,"failed to find presented to plenum, failed to find first call, failed to find last call"
553208,1,ממשלתית,הונחה על שולחן הכנסת לקריאה ראשונה,,,,,,,,,,,,,,,,"failed to find presented to plenum, failed to find first call, failed to find last call"
553209,1,ממשלתית,הונחה על שולחן הכנסת לקריאה ראשונה,,,,,,,,,,,,,,,,"failed to find presented to plenum, failed to find first call, failed to find last call"
553210,1,ממשלתית,הונחה על שולחן הכנסת לקריאה ראשונה,,,,,,,,,,,,,,,,"failed to find presented to plenum, failed to find first call, failed to find last call"
553211,1,ממשלתית,הונחה על שולחן הכנסת לקריאה ראשונה,,,,,,,,,,,,,,,,"failed to find presented to plenum, failed to find first call, failed to find last call"
553212,1,ממשלתית,הונחה על שולחן הכנסת לקריאה ראשונה,,,,,,,,,,,,,,,,"failed to find presented to plenum, failed to find first call, failed to find last call"
553215,1,ממשלתית,הונחה על שולחן הכנסת לקריאה ראשונה,,,,,,,,,,,,,,,,"failed to find presented to plenum, failed to find first call, failed to find last call"
553216,1,ממשלתית,הונחה על שולחן הכנסת לקריאה ראשונה,,,,,,,,,,,,,,,,"failed to find presented to plenum, failed to find first call, failed to find last call"
553271,1,ממשלתית,מוזגה עם הצעת חוק אחרת,,,,,,,,,,,,,,,,"failed to find presented to plenum, failed to find first call, failed to find last call"
163607,1,ממשלתית,התקבלה בקריאה שלישית,1951-04-10,1951-04-10,1951-04-10,0,0,1951-04-10,,,,,84,52,84,52,1951-07-03,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
174479,1,ממשלתית,התקבלה בקריאה שלישית,1949-08-15,1949-08-15,1949-08-15,0,0,1949-08-15,,,,,31,28,31,28,1949-09-15,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
174513,1,ממשלתית,התקבלה בקריאה שלישית,1950-05-09,1950-05-09,1950-05-09,0,0,1950-05-09,,,,,57,57,57,57,1950-07-05,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
174529,1,ממשלתית,התקבלה בקריאה שלישית,1951-03-19,1951-03-19,1951-03-19,0,0,1951-03-19,,,,,24,24,24,24,1951-04-12,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
174552,1,ממשלתית,התקבלה בקריאה שלישית,1951-02-19,1951-02-19,1951-02-19,0,0,1951-02-19,,,,,17,17,17,17,1951-03-08,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
314366,1,ממשלתית,התקבלה בקריאה שלישית,1951-01-16,1951-01-16,1951-01-16,0,0,1951-01-16,,,,,51,51,51,51,1951-03-08,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
314382,1,ממשלתית,התקבלה בקריאה שלישית,1949-12-26,1949-12-26,1949-12-26,0,0,1949-12-26,,,,,102,98,102,98,1950-04-07,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
314389,1,ממשלתית,התקבלה בקריאה שלישית,1951-03-28,,,,,,,,,,,,8,8,1951-04-05,"failed to find presented to plenum, failed to find first call, failed to find last call"
314467,1,ממשלתית,התקבלה בקריאה שלישית,1950-05-17,1950-05-17,1950-05-17,0,0,1950-05-17,,,,,16,16,16,16,1950-06-02,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
314474,1,ממשלתית,התקבלה בקריאה שלישית,1949-09-06,1949-09-06,1949-09-06,0,0,1949-09-06,,,,,12,6,12,6,1949-09-18,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
314507,1,ממשלתית,התקבלה בקריאה שלישית,1949-08-25,1949-08-25,1949-08-25,0,0,1949-08-25,,,,,18,18,18,18,1949-09-12,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
314513,1,ממשלתית,התקבלה בקריאה שלישית,1949-07-26,1949-07-26,1949-07-26,0,0,1949-07-26,,,,,54,48,54,48,1949-09-18,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
314518,1,ממשלתית,התקבלה בקריאה שלישית,1951-05-15,1951-05-15,1951-05-15,0,0,1951-05-15,,,,,7,7,7,7,1951-05-22,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
314532,1,ממשלתית,התקבלה בקריאה שלישית,1949-04-06,1949-04-06,1949-04-06,0,0,1949-04-06,,,,,7,6,7,6,1949-04-13,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
314534,1,ממשלתית,התקבלה בקריאה שלישית,1949-05-03,1949-05-03,1949-05-03,0,0,1949-05-03,,,,,5,5,5,5,1949-05-08,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
314539,1,ממשלתית,התקבלה בקריאה שלישית,1951-06-19,1951-06-19,1951-06-19,0,0,1951-06-19,,,,,22,14,22,14,1951-07-11,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147199,1,ממשלתית,התקבלה בקריאה שלישית,1950-10-24,1950-10-24,1950-10-24,0,0,1950-10-24,,,,,148,148,148,148,1951-03-21,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147200,1,ממשלתית,התקבלה בקריאה שלישית,1950-10-24,1950-10-24,1950-10-24,0,0,1950-10-24,,,,,114,114,114,114,1951-02-15,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147542,1,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1950-07-21,"failed to find presented to plenum, failed to find first call, failed to find last call"
147558,1,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1950-08-18,"failed to find presented to plenum, failed to find first call, failed to find last call"
147689,1,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1949-04-05,"failed to find presented to plenum, failed to find first call, failed to find last call"
147690,1,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1949-04-13,"failed to find presented to plenum, failed to find first call, failed to find last call"
147691,1,ממשלתית,התקבלה בקריאה שלישית,1950-08-10,,,,,,,,,,,,8,0,1950-08-18,"failed to find presented to plenum, failed to find first call, failed to find last call"
147709,1,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1950-05-18,"failed to find presented to plenum, failed to find first call, failed to find last call"
147711,1,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1949-08-03,"failed to find presented to plenum, failed to find first call, failed to find last call"
147712,1,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1950-08-01,"failed to find presented to plenum, failed to find first call, failed to find last call"
147713,1,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1951-01-25,"failed to find presented to plenum, failed to find first call, failed to find last call"
147714,1,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1950-06-08,"failed to find presented to plenum, failed to find first call, failed to find last call"
147715,1,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1950-05-18,"failed to find presented to plenum, failed to find first call, failed to find last call"
147922,1,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1950-12-07,"failed to find presented to plenum, failed to find first call, failed to find last call"
147942,1,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1949-05-27,"failed to find presented to plenum, failed to find first call, failed to find last call"
148036,1,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1951-01-25,"failed to find presented to plenum, failed to find first call, failed to find last call"
148058,1,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1949-06-19,"failed to find presented to plenum, failed to find first call, failed to find last call"
148762,1,ממשלתית,התקבלה בקריאה שלישית,1949-09-06,1949-09-06,1949-09-06,0,0,1949-09-06,,,,,12,6,12,6,1949-09-18,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148870,1,ממשלתית,התקבלה בקריאה שלישית,1950-03-22,1950-03-22,1950-03-22,0,0,1950-03-22,,,,,13,9,13,9,1950-04-04,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
553197,1,ממשלתית,הונחה על שולחן הכנסת לקריאה ראשונה,,,,,,,,,,,,,,,,"failed to find presented to plenum, failed to find first call, failed to find last call"
146832,2,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1954-11-24,1954-11-24,1954-11-24,0,0,1954-11-24,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
146835,2,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1953-07-15,1953-07-15,1953-07-15,0,0,1953-07-15,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
146854,2,ממשלתית,התקבלה בקריאה שלישית,1954-01-04,1954-01-04,1954-01-04,0,0,1954-01-04,,,,,23,23,23,23,1954-01-27,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
146856,2,ממשלתית,התקבלה בקריאה שלישית,1955-06-13,1955-06-13,1955-06-13,0,0,1955-06-13,,,,,17,17,17,17,1955-06-30,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
146858,2,ממשלתית,התקבלה בקריאה שלישית,1955-05-23,1955-05-23,1955-05-23,0,0,1955-05-23,,,,,17,17,17,17,1955-06-09,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
146859,2,ממשלתית,התקבלה בקריאה שלישית,1953-05-18,1953-05-18,1953-05-18,0,0,1953-05-18,,,,,213,146,213,146,1953-12-17,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
146872,2,ממשלתית,התקבלה בקריאה שלישית,1954-11-09,1954-11-09,1954-11-09,0,0,1954-11-09,,,,,124,124,124,124,1955-03-13,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
146883,2,ממשלתית,התקבלה בקריאה שלישית,1954-02-09,1954-02-09,1954-02-09,0,0,1954-02-09,,,,,177,144,177,144,1954-08-05,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
146894,2,ממשלתית,התקבלה בקריאה שלישית,1952-07-28,1952-07-28,1952-07-28,0,0,1952-07-28,,,,,913,646,913,646,1955-01-27,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
146905,2,ממשלתית,התקבלה בקריאה שלישית,1953-07-13,1953-07-13,1953-07-13,0,0,1953-07-13,,,,,53,45,53,45,1953-09-04,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
146906,2,ממשלתית,התקבלה בקריאה שלישית,1953-01-27,,,,,,,,,,,,9,9,1953-02-05,"failed to find presented to plenum, failed to find first call, failed to find last call"
146929,2,ממשלתית,התקבלה בקריאה שלישית,1952-05-26,1952-05-26,1952-05-26,0,0,1952-05-26,,,,,30,30,30,30,1952-06-25,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
146984,2,ממשלתית,התקבלה בקריאה שלישית,1952-02-05,1952-02-05,1952-02-05,0,0,1952-02-05,,,,,661,454,661,454,1953-11-27,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
146983,2,ממשלתית,התקבלה בקריאה שלישית,1955-06-13,1955-06-13,1955-06-13,0,0,1955-06-13,,,,,23,17,23,17,1955-07-06,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147008,2,ממשלתית,התקבלה בקריאה שלישית,1954-11-29,1954-11-29,1954-11-29,0,0,1954-11-29,,,,,66,66,66,66,1955-02-03,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147010,2,ממשלתית,התקבלה בקריאה שלישית,1955-05-31,,,,,,,,,,,,9,9,1955-06-09,"failed to find presented to plenum, failed to find first call, failed to find last call"
147011,2,ממשלתית,התקבלה בקריאה שלישית,1955-06-20,1955-06-20,1955-06-20,0,0,1955-06-20,,,,,18,10,18,10,1955-07-08,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147044,2,ממשלתית,התקבלה בקריאה שלישית,1953-07-14,1953-07-14,1953-07-14,0,0,1953-07-14,,,,,51,44,51,44,1953-09-03,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147051,2,ממשלתית,התקבלה בקריאה שלישית,1954-04-01,1954-04-01,1954-04-01,0,0,1954-04-01,,,,,13,6,13,6,1954-04-14,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147067,2,ממשלתית,התקבלה בקריאה שלישית,1954-06-28,1954-06-28,1954-06-28,0,0,1954-06-28,,,,,67,67,67,67,1954-09-03,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147078,2,ממשלתית,התקבלה בקריאה שלישית,1953-12-22,1953-12-22,1953-12-22,0,0,1953-12-22,,,,,269,227,269,227,1954-09-17,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147087,2,ממשלתית,התקבלה בקריאה שלישית,1952-05-21,1952-05-21,1952-05-21,0,0,1952-05-21,,,,,35,35,35,35,1952-06-25,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147089,2,ממשלתית,התקבלה בקריאה שלישית,1953-11-03,1953-11-03,1953-11-03,0,0,1953-11-03,,,,,44,44,44,44,1953-12-17,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147135,2,ממשלתית,התקבלה בקריאה שלישית,1952-02-13,1952-02-13,1952-02-13,0,0,1952-02-13,,,,,99,65,99,65,1952-05-22,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147136,2,ממשלתית,התקבלה בקריאה שלישית,1954-02-08,,,,,,,,,,,,8,8,1954-02-16,"failed to find presented to plenum, failed to find first call, failed to find last call"
147141,2,ממשלתית,התקבלה בקריאה שלישית,1952-07-28,,,,,,,,,,,,144,77,1952-12-19,"failed to find presented to plenum, failed to find first call, failed to find last call"
147142,2,ממשלתית,התקבלה בקריאה שלישית,1954-05-18,1954-05-18,1954-05-18,0,0,1954-05-18,,,,,44,44,44,44,1954-07-01,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147193,2,ממשלתית,התקבלה בקריאה שלישית,1954-07-19,1954-07-19,1954-07-19,0,0,1954-07-19,,,,,310,211,310,211,1955-05-25,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147205,2,ממשלתית,התקבלה בקריאה שלישית,1952-07-01,,,,,,,,,,,,16,16,1952-07-17,"failed to find presented to plenum, failed to find first call, failed to find last call"
147225,2,ממשלתית,התקבלה בקריאה שלישית,1951-12-19,,,,,,,,,,,,7,7,1951-12-26,"failed to find presented to plenum, failed to find first call, failed to find last call"
147229,2,ממשלתית,התקבלה בקריאה שלישית,1954-11-22,1954-11-22,1954-11-22,0,0,1954-11-22,,,,,101,101,101,101,1955-03-03,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147236,2,ממשלתית,התקבלה בקריאה שלישית,1953-07-06,1953-07-06,1953-07-06,0,0,1953-07-06,,,,,53,52,53,52,1953-08-28,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147275,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1954-09-01,"failed to find presented to plenum, failed to find first call, failed to find last call"
147305,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1953-08-07,"failed to find presented to plenum, failed to find first call, failed to find last call"
147315,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1952-06-12,"failed to find presented to plenum, failed to find first call, failed to find last call"
147317,2,ממשלתית,התקבלה בקריאה שלישית,1954-08-16,,,,,,,,,,,,10,10,1954-08-26,"failed to find presented to plenum, failed to find first call, failed to find last call"
147321,2,ממשלתית,התקבלה בקריאה שלישית,1951-11-12,1951-11-12,1951-11-12,0,0,1951-11-12,,,,,122,122,122,122,1952-03-13,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147325,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1955-01-20,"failed to find presented to plenum, failed to find first call, failed to find last call"
147329,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1952-12-02,"failed to find presented to plenum, failed to find first call, failed to find last call"
147344,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1953-02-12,"failed to find presented to plenum, failed to find first call, failed to find last call"
147356,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1954-02-09,"failed to find presented to plenum, failed to find first call, failed to find last call"
147360,2,ממשלתית,התקבלה בקריאה שלישית,1953-08-11,1953-08-11,1953-08-11,0,0,1953-08-11,,,,,9,9,9,9,1953-08-20,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147364,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1952-09-05,"failed to find presented to plenum, failed to find first call, failed to find last call"
147365,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1953-06-05,"failed to find presented to plenum, failed to find first call, failed to find last call"
147366,2,ממשלתית,התקבלה בקריאה שלישית,1953-05-18,1953-05-18,1953-05-18,0,0,1953-05-18,,,,,213,146,213,146,1953-12-17,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147396,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1955-07-06,"failed to find presented to plenum, failed to find first call, failed to find last call"
147403,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1954-09-03,"failed to find presented to plenum, failed to find first call, failed to find last call"
147407,2,ממשלתית,התקבלה בקריאה שלישית,1952-03-24,,,,,,,,,,,,10,8,1952-04-03,"failed to find presented to plenum, failed to find first call, failed to find last call"
147415,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1953-07-23,"failed to find presented to plenum, failed to find first call, failed to find last call"
147427,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1953-08-28,"failed to find presented to plenum, failed to find first call, failed to find last call"
147439,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1954-03-04,"failed to find presented to plenum, failed to find first call, failed to find last call"
147442,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1954-07-08,"failed to find presented to plenum, failed to find first call, failed to find last call"
147473,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1952-03-06,"failed to find presented to plenum, failed to find first call, failed to find last call"
147495,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1953-03-13,"failed to find presented to plenum, failed to find first call, failed to find last call"
147500,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1953-07-09,"failed to find presented to plenum, failed to find first call, failed to find last call"
147501,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1953-11-18,"failed to find presented to plenum, failed to find first call, failed to find last call"
147520,2,ממשלתית,התקבלה בקריאה שלישית,1952-05-20,1952-05-20,1952-05-20,0,0,1952-05-20,,,,,77,77,77,77,1952-08-05,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147521,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1954-02-16,"failed to find presented to plenum, failed to find first call, failed to find last call"
147553,2,ממשלתית,התקבלה בקריאה שלישית,1953-07-14,1953-07-14,1953-07-14,0,0,1953-07-14,,,,,54,44,54,44,1953-09-06,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147559,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1952-02-07,"failed to find presented to plenum, failed to find first call, failed to find last call"
147563,2,ממשלתית,התקבלה בקריאה שלישית,1953-01-27,,,,,,,,,,,,9,9,1953-02-05,"failed to find presented to plenum, failed to find first call, failed to find last call"
147692,2,ממשלתית,התקבלה בקריאה שלישית,1954-05-12,1954-05-12,1954-05-12,0,0,1954-05-12,,,,,29,29,29,29,1954-06-10,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147750,2,ממשלתית,התקבלה בקריאה שלישית,1952-08-21,,,,,,,,,,,,10,7,1952-08-31,"failed to find presented to plenum, failed to find first call, failed to find last call"
147752,2,ממשלתית,התקבלה בקריאה שלישית,1953-05-25,1953-05-25,1953-05-25,0,0,1953-05-25,,,,,25,25,25,25,1953-06-19,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147754,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1954-08-27,"failed to find presented to plenum, failed to find first call, failed to find last call"
147755,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1955-04-11,"failed to find presented to plenum, failed to find first call, failed to find last call"
147834,2,ממשלתית,התקבלה בקריאה שלישית,1955-06-27,1955-06-27,1955-06-27,0,0,1955-06-27,,,,,11,3,11,3,1955-07-08,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147840,2,ממשלתית,התקבלה בקריאה שלישית,1955-06-13,1955-06-13,1955-06-13,0,0,1955-06-13,,,,,17,17,17,17,1955-06-30,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147838,2,ממשלתית,התקבלה בקריאה שלישית,1952-06-03,1952-06-03,1952-06-03,0,0,1952-06-03,,,,,78,78,78,78,1952-08-20,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147839,2,ממשלתית,התקבלה בקריאה שלישית,1953-12-22,1953-12-22,1953-12-22,0,0,1953-12-22,,,,,36,36,36,36,1954-01-27,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147877,2,ממשלתית,התקבלה בקריאה שלישית,1954-05-25,1954-05-25,1954-05-25,0,0,1954-05-25,,,,,52,52,52,52,1954-07-16,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147878,2,ממשלתית,התקבלה בקריאה שלישית,1952-05-19,1952-05-19,1952-05-19,0,0,1952-05-19,,,,,107,101,107,101,1952-09-03,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147887,2,ממשלתית,התקבלה בקריאה שלישית,1953-01-20,1953-01-20,1953-01-20,0,0,1953-01-20,,,,,73,65,73,65,1953-04-03,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147892,2,ממשלתית,התקבלה בקריאה שלישית,1952-07-21,,,,,,,,,,,,9,9,1952-07-30,"failed to find presented to plenum, failed to find first call, failed to find last call"
147893,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1955-07-08,"failed to find presented to plenum, failed to find first call, failed to find last call"
147914,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1954-09-17,"failed to find presented to plenum, failed to find first call, failed to find last call"
147916,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1955-06-02,"failed to find presented to plenum, failed to find first call, failed to find last call"
147923,2,ממשלתית,התקבלה בקריאה שלישית,1953-06-23,,,,,,,,,,,,10,10,1953-07-03,"failed to find presented to plenum, failed to find first call, failed to find last call"
147949,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1952-06-25,"failed to find presented to plenum, failed to find first call, failed to find last call"
147964,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1953-02-20,"failed to find presented to plenum, failed to find first call, failed to find last call"
147965,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1954-01-29,"failed to find presented to plenum, failed to find first call, failed to find last call"
147997,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1952-08-22,"failed to find presented to plenum, failed to find first call, failed to find last call"
147999,2,ממשלתית,התקבלה בקריאה שלישית,1955-06-22,1955-06-22,1955-06-22,0,0,1955-06-22,,,,,16,8,16,8,1955-07-08,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
147998,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1954-01-06,"failed to find presented to plenum, failed to find first call, failed to find last call"
148001,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1953-03-20,"failed to find presented to plenum, failed to find first call, failed to find last call"
148032,2,ממשלתית,התקבלה בקריאה שלישית,1952-06-04,1952-06-04,1952-06-04,0,0,1952-06-04,,,,,77,77,77,77,1952-08-20,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
148049,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1955-07-06,"failed to find presented to plenum, failed to find first call, failed to find last call"
148063,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1953-12-31,"failed to find presented to plenum, failed to find first call, failed to find last call"
148128,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1955-06-30,"failed to find presented to plenum, failed to find first call, failed to find last call"
148144,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1954-07-16,"failed to find presented to plenum, failed to find first call, failed to find last call"
148148,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1954-05-27,"failed to find presented to plenum, failed to find first call, failed to find last call"
148157,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1955-06-30,"failed to find presented to plenum, failed to find first call, failed to find last call"
148158,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1954-08-27,"failed to find presented to plenum, failed to find first call, failed to find last call"
148159,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1953-04-03,"failed to find presented to plenum, failed to find first call, failed to find last call"
148160,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1952-05-29,"failed to find presented to plenum, failed to find first call, failed to find last call"
148163,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1952-02-14,"failed to find presented to plenum, failed to find first call, failed to find last call"
148170,2,ממשלתית,התקבלה בקריאה שלישית,1954-08-25,,,,,,,,,,,,9,9,1954-09-03,"failed to find presented to plenum, failed to find first call, failed to find last call"
148200,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1955-06-17,"failed to find presented to plenum, failed to find first call, failed to find last call"
148201,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1955-07-06,"failed to find presented to plenum, failed to find first call, failed to find last call"
148202,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1953-09-03,"failed to find presented to plenum, failed to find first call, failed to find last call"
148203,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1952-06-25,"failed to find presented to plenum, failed to find first call, failed to find last call"
148204,2,ממשלתית,התקבלה בקריאה שלישית,,,,,,,,,,,,,,,1952-03-13,"failed to find presented to plenum, failed to find first call, failed to find last call"
