bill_id,knesset_num,sub_type,status,ancestor_first_plenum_discussion,presented_to_plenum,merged_first_call,from_presented_to_first_call,from_presented_to_first_call_without_pagra,merged_last_call,from_last_call_to_first_relevant_committee_discussion,from_last_call_to_first_relevant_committee_discussion_without_pagra,from_first_relevant_committee_discussions_to_last,from_first_relevant_committee_discussions_to_last_without_pagra,from_presented_to_plenum_to_publication,from_presented_to_plenum_to_publication_without_pagra,from_first_plenum_discussion_to_publication,from_first_plenum_discussion_to_publication_without_pagra,publication_date,dates_comments
150562,11,ממשלתית,התקבלה בקריאה שלישית,1985-05-06,1985-05-06,1985-05-06,0,0,1985-05-06,,,,,79,79,79,79,1985-07-24,"used presented to plenum as first call, used first call as last call"
150563,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1985-04-22,1985-04-22,1985-04-22,0,0,1985-04-22,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
150564,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1982-02-22,1982-02-22,1982-02-22,0,0,1982-02-22,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
150566,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1985-03-04,1985-03-04,1985-03-04,0,0,1985-03-04,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
150571,11,ממשלתית,התקבלה בקריאה שלישית,1984-01-30,1984-01-30,1984-01-30,0,0,1984-01-30,,,,,1245,792,1245,792,1987-06-28,"used presented to plenum as first call, used first call as last call"
150572,11,ממשלתית,התקבלה בקריאה שלישית,1985-03-12,1985-03-12,1985-03-12,0,0,1985-03-12,,,,,838,563,838,563,1987-06-28,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
150573,11,ממשלתית,התקבלה בקריאה שלישית,1984-12-03,1984-12-03,1984-12-03,0,0,1984-12-03,,,,,857,614,857,614,1987-04-09,"used presented to plenum as first call, used first call as last call"
150578,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1981-08-17,1981-08-17,1981-08-17,0,0,1981-08-17,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
150579,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1983-12-14,1983-12-14,1983-12-14,0,0,1983-12-14,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
150581,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1985-06-25,1985-06-25,1985-06-25,0,0,1985-06-25,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
150582,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1985-07-02,1985-07-02,1985-07-02,0,0,1985-07-02,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
150603,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1985-07-16,1985-07-16,1985-07-16,0,0,1985-07-16,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
150604,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1985-07-16,1985-07-16,1985-07-16,0,0,1985-07-16,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
150605,11,ממשלתית,התקבלה בקריאה שלישית,1985-06-24,1985-06-24,1985-06-24,0,0,1985-06-24,,,,,6,6,6,6,1985-06-30,"used presented to plenum as first call, used first call as last call"
150624,11,ממשלתית,התקבלה בקריאה שלישית,1985-07-08,1985-07-08,1985-07-08,0,0,1985-07-08,,,,,16,16,16,16,1985-07-24,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
150625,11,ממשלתית,התקבלה בקריאה שלישית,1985-04-17,1985-04-17,1985-04-17,0,0,1985-04-17,,,,,111,89,111,89,1985-08-06,"used presented to plenum as first call, used first call as last call"
150626,11,ממשלתית,התקבלה בקריאה שלישית,1981-06-15,1981-06-15,1981-06-15,0,0,1981-06-15,,,,,1514,945,1514,945,1985-08-07,"used presented to plenum as first call, used first call as last call"
150627,11,ממשלתית,התקבלה בקריאה שלישית,1985-07-22,1985-07-22,1985-07-22,0,0,1985-07-22,,,,,16,9,16,9,1985-08-07,"used presented to plenum as first call, used first call as last call"
150628,11,ממשלתית,התקבלה בקריאה שלישית,1985-05-27,1985-05-27,1985-05-27,0,0,1985-05-27,,,,,72,65,72,65,1985-08-07,"used presented to plenum as first call, used first call as last call"
150629,11,ממשלתית,התקבלה בקריאה שלישית,1985-07-23,1985-07-23,1985-07-23,0,0,1985-07-23,,,,,15,8,15,8,1985-08-07,"used presented to plenum as first call, used first call as last call"
150631,11,ממשלתית,התקבלה בקריאה שלישית,1983-07-12,1983-07-12,1983-07-12,0,0,1983-07-12,,,,,757,454,757,454,1985-08-07,"used presented to plenum as first call, used first call as last call"
150632,11,ממשלתית,התקבלה בקריאה שלישית,1985-07-23,1985-07-23,1985-07-23,0,0,1985-07-23,,,,,15,8,15,8,1985-08-07,"used presented to plenum as first call, used first call as last call"
150634,11,ממשלתית,התקבלה בקריאה שלישית,1985-06-24,1985-06-24,1985-06-24,0,0,1985-06-24,,,,,37,37,37,37,1985-07-31,"used presented to plenum as first call, used first call as last call"
150635,11,ממשלתית,התקבלה בקריאה שלישית,1985-07-15,1985-07-15,1985-07-15,0,0,1985-07-15,,,,,23,16,23,16,1985-08-07,"used presented to plenum as first call, used first call as last call"
150636,11,ממשלתית,התקבלה בקריאה שלישית,1985-06-24,1985-06-24,1985-06-24,0,0,1985-06-24,,,,,22,22,22,22,1985-07-16,"used presented to plenum as first call, used first call as last call"
150637,11,ממשלתית,התקבלה בקריאה שלישית,1985-07-15,1985-07-15,1985-07-15,0,0,1985-07-15,,,,,16,16,16,16,1985-07-31,"used presented to plenum as first call, used first call as last call"
150638,11,ממשלתית,התקבלה בקריאה שלישית,1985-07-15,1985-07-15,1985-07-15,0,0,1985-07-15,,,,,16,16,16,16,1985-07-31,"used presented to plenum as first call, used first call as last call"
150773,11,ממשלתית,התקבלה בקריאה שלישית,1985-09-02,1985-09-02,1985-09-02,0,0,1985-09-02,,,,,1,0,1,0,1985-09-03,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
150907,11,ממשלתית,התקבלה בקריאה שלישית,1985-09-02,1985-09-02,1985-09-02,0,0,1985-09-02,,,,,27,0,27,0,1985-09-29,"used presented to plenum as first call, used first call as last call"
150908,11,ממשלתית,התקבלה בקריאה שלישית,1985-04-22,1985-04-22,1985-04-22,0,0,1985-04-22,,,,,7,0,7,0,1985-04-29,"used presented to plenum as first call, used first call as last call"
150909,11,ממשלתית,התקבלה בקריאה שלישית,1985-09-02,1985-09-02,1985-09-02,0,0,1985-09-02,,,,,29,0,29,0,1985-10-01,"used presented to plenum as first call, used first call as last call"
150911,11,ממשלתית,התקבלה בקריאה שלישית,1985-02-27,1985-02-27,1985-02-27,0,0,1985-02-27,,,,,109,73,109,73,1985-06-16,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
150944,11,ממשלתית,התקבלה בקריאה שלישית,1985-10-21,1985-10-21,1985-10-21,0,0,1985-10-21,,,,,20,20,20,20,1985-11-10,"used presented to plenum as first call, used first call as last call"
150945,11,ממשלתית,התקבלה בקריאה שלישית,1985-10-21,1985-10-21,1985-10-21,0,0,1985-10-21,,,,,13,13,13,13,1985-11-03,"used presented to plenum as first call, used first call as last call"
151062,11,ממשלתית,התקבלה בקריאה שלישית,1985-10-29,1985-10-29,1985-10-29,0,0,1985-10-29,,,,,19,19,19,19,1985-11-17,"used presented to plenum as first call, used first call as last call"
151063,11,ממשלתית,התקבלה בקריאה שלישית,1985-07-08,1985-07-08,1985-07-08,0,0,1985-07-08,,,,,132,55,132,55,1985-11-17,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
151064,11,ממשלתית,התקבלה בקריאה שלישית,1985-06-24,1985-06-24,1985-06-24,0,0,1985-06-24,,,,,146,69,146,69,1985-11-17,"used presented to plenum as first call, used first call as last call"
151065,11,ממשלתית,התקבלה בקריאה שלישית,1985-06-17,1985-06-17,1985-06-17,0,0,1985-06-17,,,,,169,92,169,92,1985-12-03,"used presented to plenum as first call, used first call as last call"
151096,11,ממשלתית,התקבלה בקריאה שלישית,1985-01-07,1985-01-07,1985-01-07,0,0,1985-01-07,,,,,290,177,290,177,1985-10-24,"used presented to plenum as first call, used first call as last call"
151320,11,ממשלתית,התקבלה בקריאה שלישית,1985-07-15,1985-07-15,1985-07-15,0,0,1985-07-15,,,,,153,76,153,76,1985-12-15,"used presented to plenum as first call, used first call as last call"
151321,11,ממשלתית,התקבלה בקריאה שלישית,1985-11-25,1985-11-25,1985-11-25,0,0,1985-11-25,,,,,36,36,36,36,1985-12-31,"used presented to plenum as first call, used first call as last call"
151322,11,ממשלתית,התקבלה בקריאה שלישית,1984-03-20,1984-03-20,1984-03-20,0,0,1984-03-20,,,,,651,360,651,360,1985-12-31,"used presented to plenum as first call, used first call as last call"
151324,11,ממשלתית,התקבלה בקריאה שלישית,1985-12-02,1985-12-02,1985-12-02,0,0,1985-12-02,,,,,29,29,29,29,1985-12-31,"used presented to plenum as first call, used first call as last call"
151328,11,ממשלתית,התקבלה בקריאה שלישית,1986-01-14,1986-01-14,1986-01-14,0,0,1986-01-14,,,,,450,320,450,320,1987-04-09,"used presented to plenum as first call, used first call as last call"
151332,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1986-01-13,1986-01-13,1986-01-13,0,0,1986-01-13,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
151333,11,ממשלתית,התקבלה בקריאה שלישית,1985-06-17,1985-06-17,1985-06-17,0,0,1985-06-17,,,,,393,276,393,276,1986-07-15,"used presented to plenum as first call, used first call as last call"
151334,11,ממשלתית,התקבלה בקריאה שלישית,1986-01-06,1986-01-06,1986-01-06,0,0,1986-01-06,,,,,109,93,109,93,1986-04-25,"used presented to plenum as first call, used first call as last call"
151335,11,ממשלתית,התקבלה בקריאה שלישית,1985-12-30,1985-12-30,1985-12-30,0,0,1985-12-30,,,,,107,100,107,100,1986-04-16,"used presented to plenum as first call, used first call as last call"
151337,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1985-05-07,1985-05-07,1985-05-07,0,0,1985-05-07,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
151353,11,ממשלתית,התקבלה בקריאה שלישית,1985-12-18,1985-12-18,1985-12-18,0,0,1985-12-18,,,,,14,14,14,14,1986-01-01,"used presented to plenum as first call, used first call as last call"
151355,11,ממשלתית,התקבלה בקריאה שלישית,1985-03-04,1985-03-04,1985-03-04,0,0,1985-03-04,,,,,330,217,330,217,1986-01-28,"used presented to plenum as first call, used first call as last call"
151356,11,ממשלתית,התקבלה בקריאה שלישית,1983-07-25,1983-07-25,1983-07-25,0,0,1983-07-25,,,,,918,545,918,545,1986-01-28,"used presented to plenum as first call, used first call as last call"
151358,11,ממשלתית,התקבלה בקריאה שלישית,1986-01-13,1986-04-08,1986-04-08,0,0,1986-04-08,,,,,8,1,93,86,1986-04-16,"used presented to plenum as first call, used first call as last call"
151359,11,ממשלתית,התקבלה בקריאה שלישית,1986-03-05,1986-03-05,1986-03-05,0,0,1986-03-05,,,,,27,27,27,27,1986-04-01,"used presented to plenum as first call, used first call as last call"
151360,11,ממשלתית,התקבלה בקריאה שלישית,1986-03-05,1986-03-05,1986-03-05,0,0,1986-03-05,,,,,7,7,7,7,1986-03-12,"used presented to plenum as first call, used first call as last call"
151361,11,ממשלתית,התקבלה בקריאה שלישית,1986-03-24,1986-03-24,1986-03-24,0,0,1986-03-24,,,,,16,16,16,16,1986-04-09,"used presented to plenum as first call, used first call as last call"
151362,11,ממשלתית,התקבלה בקריאה שלישית,1985-06-05,1985-06-05,1985-06-05,0,0,1985-06-05,,,,,393,276,393,276,1986-07-03,"used presented to plenum as first call, used first call as last call"
151363,11,ממשלתית,התקבלה בקריאה שלישית,1986-03-27,1986-03-27,1986-03-27,0,0,1986-03-27,,,,,20,13,20,13,1986-04-16,"used presented to plenum as first call, used first call as last call"
151364,11,ממשלתית,התקבלה בקריאה שלישית,1986-03-27,1986-06-17,1986-06-17,0,0,1986-06-17,,,,,22,22,104,64,1986-07-09,"used presented to plenum as first call, used first call as last call"
151366,11,ממשלתית,התקבלה בקריאה שלישית,1986-03-24,1986-03-24,1986-03-24,0,0,1986-03-24,,,,,16,16,16,16,1986-04-09,"used presented to plenum as first call, used first call as last call"
151368,11,ממשלתית,התקבלה בקריאה שלישית,1985-07-01,1985-07-01,1985-07-01,0,0,1985-07-01,,,,,274,197,274,197,1986-04-01,"used presented to plenum as first call, used first call as last call"
151369,11,ממשלתית,התקבלה בקריאה שלישית,1986-03-24,1986-03-24,1986-03-24,0,0,1986-03-24,,,,,16,16,16,16,1986-04-09,"used presented to plenum as first call, used first call as last call"
151370,11,ממשלתית,התקבלה בקריאה שלישית,1986-02-11,1986-02-11,1986-02-11,0,0,1986-02-11,,,,,57,57,57,57,1986-04-09,"used presented to plenum as first call, used first call as last call"
151371,11,ממשלתית,התקבלה בקריאה שלישית,1986-01-08,1986-01-08,1986-01-08,0,0,1986-01-08,,,,,83,83,83,83,1986-04-01,"used presented to plenum as first call, used first call as last call"
151374,11,ממשלתית,התקבלה בקריאה שלישית,1984-03-05,1984-03-21,1984-03-21,0,0,1984-03-21,,,,,707,416,723,432,1986-02-26,"used presented to plenum as first call, used first call as last call"
151375,11,ממשלתית,התקבלה בקריאה שלישית,1986-05-20,1986-05-20,1986-05-20,0,0,1986-05-20,,,,,26,26,26,26,1986-06-15,"used presented to plenum as first call, used first call as last call"
151376,11,ממשלתית,התקבלה בקריאה שלישית,1986-04-16,1986-04-16,1986-04-16,0,0,1986-04-16,,,,,50,17,50,17,1986-06-05,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
151377,11,ממשלתית,התקבלה בקריאה שלישית,1986-03-24,1986-03-24,1986-03-24,0,0,1986-03-24,,,,,73,33,73,33,1986-06-05,"used presented to plenum as first call, used first call as last call"
151378,11,ממשלתית,התקבלה בקריאה שלישית,1986-04-16,1986-04-16,1986-04-16,0,0,1986-04-16,,,,,50,17,50,17,1986-06-05,"used presented to plenum as first call, used first call as last call"
151379,11,ממשלתית,התקבלה בקריאה שלישית,1985-06-05,1985-06-05,1985-06-05,0,0,1985-06-05,,,,,315,231,315,231,1986-04-16,"used presented to plenum as first call, used first call as last call"
151381,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1986-08-05,1986-08-05,1986-08-05,0,0,1986-08-05,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
151383,11,ממשלתית,התקבלה בקריאה שלישית,1986-06-18,1986-06-18,1986-06-18,0,0,1986-06-18,,,,,21,21,21,21,1986-07-09,"used presented to plenum as first call, used first call as last call"
151385,11,ממשלתית,התקבלה בקריאה שלישית,1986-04-16,1986-04-16,1986-04-16,0,0,1986-04-16,,,,,9,0,9,0,1986-04-25,"used presented to plenum as first call, used first call as last call"
151388,11,ממשלתית,התקבלה בקריאה שלישית,1986-07-28,1986-07-28,1986-07-28,0,0,1986-07-28,,,,,46,9,46,9,1986-09-12,"used presented to plenum as first call, used first call as last call"
151386,11,ממשלתית,התקבלה בקריאה שלישית,1985-11-06,1985-11-06,1985-11-06,0,0,1985-11-06,,,,,231,191,231,191,1986-06-25,"used presented to plenum as first call, used first call as last call"
151387,11,ממשלתית,התקבלה בקריאה שלישית,1986-04-07,1986-04-07,1986-04-07,0,0,1986-04-07,,,,,123,81,123,81,1986-08-08,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
151389,11,ממשלתית,התקבלה בקריאה שלישית,1986-07-23,1986-07-23,1986-07-23,0,0,1986-07-23,,,,,21,14,21,14,1986-08-13,"used presented to plenum as first call, used first call as last call"
151390,11,ממשלתית,התקבלה בקריאה שלישית,1986-05-26,1986-05-26,1986-05-26,0,0,1986-05-26,,,,,65,65,65,65,1986-07-30,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
151393,11,ממשלתית,התקבלה בקריאה שלישית,1986-06-18,1986-06-18,1986-06-18,0,0,1986-06-18,,,,,56,49,56,49,1986-08-13,"used presented to plenum as first call, used first call as last call"
151391,11,ממשלתית,התקבלה בקריאה שלישית,1986-07-23,1986-07-23,1986-07-23,0,0,1986-07-23,,,,,21,14,21,14,1986-08-13,"used presented to plenum as first call, used first call as last call"
151395,11,ממשלתית,התקבלה בקריאה שלישית,1986-05-21,1986-05-21,1986-05-21,0,0,1986-05-21,,,,,84,77,84,77,1986-08-13,"used presented to plenum as first call, used first call as last call"
151396,11,ממשלתית,התקבלה בקריאה שלישית,1986-04-16,1986-04-16,1986-04-16,0,0,1986-04-16,,,,,119,79,119,79,1986-08-13,"used presented to plenum as first call, used first call as last call"
151394,11,ממשלתית,התקבלה בקריאה שלישית,1984-11-05,1984-11-05,1984-11-05,0,0,1984-11-05,,,,,646,486,646,486,1986-08-13,"used presented to plenum as first call, used first call as last call"
151399,11,ממשלתית,התקבלה בקריאה שלישית,1986-01-20,1986-01-20,1986-01-20,0,0,1986-01-20,,,,,216,158,216,158,1986-08-24,"used presented to plenum as first call, used first call as last call"
151397,11,ממשלתית,התקבלה בקריאה שלישית,1986-03-31,1986-03-31,1986-03-31,0,0,1986-03-31,,,,,139,88,139,88,1986-08-17,"used presented to plenum as first call, used first call as last call"
151398,11,ממשלתית,התקבלה בקריאה שלישית,1986-07-28,1986-07-28,1986-07-28,0,0,1986-07-28,,,,,16,9,16,9,1986-08-13,"used presented to plenum as first call, used first call as last call"
151400,11,ממשלתית,התקבלה בקריאה שלישית,1985-10-29,1985-10-29,1985-10-29,0,0,1985-10-29,,,,,288,241,288,241,1986-08-13,"used presented to plenum as first call, used first call as last call"
151401,11,ממשלתית,התקבלה בקריאה שלישית,1986-04-07,1986-04-07,1986-04-07,0,0,1986-04-07,,,,,123,81,123,81,1986-08-08,"used presented to plenum as first call, used first call as last call"
151402,11,ממשלתית,התקבלה בקריאה שלישית,1985-11-11,1985-11-11,1985-11-11,0,0,1985-11-11,,,,,261,221,261,221,1986-07-30,"used presented to plenum as first call, used first call as last call"
151403,11,ממשלתית,התקבלה בקריאה שלישית,1985-07-31,1985-09-09,1985-09-09,0,0,1985-09-09,,,,,338,254,378,254,1986-08-13,"used presented to plenum as first call, used first call as last call"
151406,11,ממשלתית,התקבלה בקריאה שלישית,1985-12-17,1985-12-17,1985-12-17,0,0,1985-12-17,,,,,239,192,239,192,1986-08-13,"used presented to plenum as first call, used first call as last call"
151408,11,ממשלתית,התקבלה בקריאה שלישית,1986-05-21,1986-05-21,1986-05-21,0,0,1986-05-21,,,,,84,77,84,77,1986-08-13,"used presented to plenum as first call, used first call as last call"
151409,11,ממשלתית,התקבלה בקריאה שלישית,1986-08-05,1986-08-05,1986-08-05,0,0,1986-08-05,,,,,8,1,8,1,1986-08-13,"used presented to plenum as first call, used first call as last call"
151414,11,ממשלתית,התקבלה בקריאה שלישית,1986-06-16,1986-06-16,1986-06-16,0,0,1986-06-16,,,,,155,73,155,73,1986-11-18,"used presented to plenum as first call, used first call as last call"
151412,11,ממשלתית,התקבלה בקריאה שלישית,1986-09-03,1986-09-03,1986-09-03,0,0,1986-09-03,,,,,43,0,43,0,1986-10-16,"used presented to plenum as first call, used first call as last call"
151413,11,ממשלתית,התקבלה בקריאה שלישית,1986-09-03,1986-09-03,1986-09-03,0,0,1986-09-03,,,,,43,0,43,0,1986-10-16,"used presented to plenum as first call, used first call as last call"
151415,11,ממשלתית,התקבלה בקריאה שלישית,1986-06-30,1986-06-30,1986-06-30,0,0,1986-06-30,,,,,135,53,135,53,1986-11-12,"used presented to plenum as first call, used first call as last call"
151419,11,ממשלתית,התקבלה בקריאה שלישית,1986-03-24,1986-03-24,1986-03-24,0,0,1986-03-24,,,,,346,224,346,224,1987-03-05,"used presented to plenum as first call, used first call as last call"
151420,11,ממשלתית,התקבלה בקריאה שלישית,1986-11-11,1986-11-11,1986-11-11,0,0,1986-11-11,,,,,484,369,484,369,1988-03-09,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
151421,11,ממשלתית,התקבלה בקריאה שלישית,1986-09-03,1986-09-03,1986-09-03,0,0,1986-09-03,,,,,105,51,105,51,1986-12-17,"used presented to plenum as first call, used first call as last call"
151418,11,ממשלתית,התקבלה בקריאה שלישית,1986-03-31,1986-03-31,1986-03-31,0,0,1986-03-31,,,,,781,504,781,504,1988-05-20,"used presented to plenum as first call, used first call as last call"
151425,11,ממשלתית,התקבלה בקריאה שלישית,1987-07-28,1987-07-28,1987-07-28,0,0,1987-07-28,,,,,121,46,121,46,1987-11-26,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
151436,11,ממשלתית,התקבלה בקריאה שלישית,1986-09-03,1986-09-03,1986-09-03,0,0,1986-09-03,,,,,575,398,575,398,1988-03-31,"used presented to plenum as first call, used first call as last call"
151437,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1986-11-03,1986-11-03,1986-11-03,0,0,1986-11-03,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
151438,11,ממשלתית,התקבלה בקריאה שלישית,1986-11-18,1986-11-18,1986-11-18,0,0,1986-11-18,,,,,163,134,163,134,1987-04-30,"used presented to plenum as first call, used first call as last call"
151443,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1986-07-29,1986-07-29,1986-07-29,0,0,1986-07-29,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
151445,11,ממשלתית,התקבלה בקריאה שלישית,1986-10-29,1986-10-29,1986-10-29,0,0,1986-10-29,,,,,158,154,158,154,1987-04-05,"used presented to plenum as first call, used first call as last call"
151451,11,ממשלתית,התקבלה בקריאה שלישית,1986-10-27,1986-10-27,1986-10-27,0,0,1986-10-27,,,,,164,156,164,156,1987-04-09,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
151454,11,ממשלתית,התקבלה בקריאה שלישית,1986-07-07,1986-07-07,1986-07-07,0,0,1986-07-07,,,,,365,243,365,243,1987-07-07,"used presented to plenum as first call, used first call as last call"
151456,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1983-12-12,1983-12-12,1983-12-12,0,0,1983-12-12,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
151472,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1987-01-13,1987-01-13,1987-01-13,0,0,1987-01-13,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
151473,11,ממשלתית,התקבלה בקריאה שלישית,1986-12-17,1986-12-17,1986-12-17,0,0,1986-12-17,,,,,78,78,78,78,1987-03-05,"used presented to plenum as first call, used first call as last call"
151475,11,ממשלתית,התקבלה בקריאה שלישית,1986-12-22,1986-12-22,1986-12-22,0,0,1986-12-22,,,,,30,30,30,30,1987-01-21,"used presented to plenum as first call, used first call as last call"
151476,11,ממשלתית,התקבלה בקריאה שלישית,1986-12-15,1986-12-15,1986-12-15,0,0,1986-12-15,,,,,44,44,44,44,1987-01-28,"used presented to plenum as first call, used first call as last call"
151480,11,ממשלתית,התקבלה בקריאה שלישית,1986-12-30,1986-12-30,1986-12-30,0,0,1986-12-30,,,,,29,29,29,29,1987-01-28,"used presented to plenum as first call, used first call as last call"
151482,11,ממשלתית,התקבלה בקריאה שלישית,1986-12-17,1986-12-17,1986-12-17,0,0,1986-12-17,,,,,19,19,19,19,1987-01-05,"used presented to plenum as first call, used first call as last call"
151493,11,ממשלתית,התקבלה בקריאה שלישית,1986-10-29,1986-10-29,1986-10-29,0,0,1986-10-29,,,,,68,68,68,68,1987-01-05,"used presented to plenum as first call, used first call as last call"
151494,11,ממשלתית,התקבלה בקריאה שלישית,1987-02-10,1987-02-10,1987-02-10,0,0,1987-02-10,,,,,9,9,9,9,1987-02-19,"used presented to plenum as first call, used first call as last call"
151495,11,ממשלתית,התקבלה בקריאה שלישית,1987-02-18,1987-02-18,1987-02-18,0,0,1987-02-18,,,,,22,22,22,22,1987-03-12,"used presented to plenum as first call, used first call as last call"
151496,11,ממשלתית,התקבלה בקריאה שלישית,1987-01-27,1987-01-27,1987-01-27,0,0,1987-01-27,,,,,58,58,58,58,1987-03-26,"used presented to plenum as first call, used first call as last call"
151513,11,ממשלתית,התקבלה בקריאה שלישית,1987-02-09,1987-02-09,1987-02-09,0,0,1987-02-09,,,,,333,218,333,218,1988-01-08,"used presented to plenum as first call, used first call as last call"
151514,11,ממשלתית,התקבלה בקריאה שלישית,1987-02-18,1987-02-18,1987-02-18,0,0,1987-02-18,,,,,121,81,121,81,1987-06-19,"used presented to plenum as first call, used first call as last call"
151515,11,ממשלתית,התקבלה בקריאה שלישית,1987-03-30,1987-03-30,1987-03-30,0,0,1987-03-30,,,,,485,330,485,330,1988-07-27,"used presented to plenum as first call, used first call as last call"
151516,11,ממשלתית,התקבלה בקריאה שלישית,1987-02-23,1987-02-23,1987-02-23,0,0,1987-02-23,,,,,163,123,163,123,1987-08-05,"used presented to plenum as first call, used first call as last call"
151517,11,ממשלתית,התקבלה בקריאה שלישית,1987-01-21,1987-01-21,1987-01-21,0,0,1987-01-21,,,,,435,312,435,312,1988-03-31,"used presented to plenum as first call, used first call as last call"
151521,11,ממשלתית,בהכנה לקריאה שנייה-שלישית בוועדה,1987-02-09,1987-02-09,1987-02-09,0,0,1987-02-09,,,,,,,,,,"used last preliminary call as presented to plenum, used presented to plenum as first call, used first call as last call"
151524,11,ממשלתית,התקבלה בקריאה שלישית,1987-02-23,1987-02-23,1987-02-23,0,0,1987-02-23,,,,,520,365,520,365,1988-07-27,"used presented to plenum as first call, used first call as last call"
151529,11,ממשלתית,התקבלה בקריאה שלישית,1987-01-27,1987-01-27,1987-01-27,0,0,1987-01-27,,,,,72,64,72,64,1987-04-09,"used presented to plenum as first call, used first call as last call"
151530,11,ממשלתית,התקבלה בקריאה שלישית,1987-03-11,1987-03-11,1987-03-11,0,0,1987-03-11,,,,,29,21,29,21,1987-04-09,"used presented to plenum as first call, used first call as last call"
151531,11,ממשלתית,התקבלה בקריאה שלישית,1987-03-30,1987-03-30,1987-03-30,0,0,1987-03-30,,,,,10,2,10,2,1987-04-09,"used presented to plenum as first call, used first call as last call"
151532,11,ממשלתית,התקבלה בקריאה שלישית,1987-03-25,1987-03-25,1987-03-25,0,0,1987-03-25,,,,,15,7,15,7,1987-04-09,"used presented to plenum as first call, used first call as last call"
151533,11,ממשלתית,התקבלה בקריאה שלישית,1987-01-27,1987-01-27,1987-01-27,0,0,1987-01-27,,,,,72,64,72,64,1987-04-09,"used presented to plenum as first call, used first call as last call"
151534,11,ממשלתית,התקבלה בקריאה שלישית,1987-02-03,1987-02-03,1987-02-03,0,0,1987-02-03,,,,,65,57,65,57,1987-04-09,"used presented to plenum as first call, used first call as last call"
151535,11,ממשלתית,התקבלה בקריאה שלישית,1987-01-27,1987-01-27,1987-01-27,0,0,1987-01-27,,,,,72,64,72,64,1987-04-09,"used presented to plenum as first call, used first call as last call"
151539,11,ממשלתית,התקבלה בקריאה שלישית,1987-06-08,1987-06-08,1987-06-08,0,0,1987-06-08,,,,,29,29,29,29,1987-07-07,"used presented to plenum as first call, used first call as last call"
