מזהה ייחודי של הצעות חוק,מספר הכנסת,שם החוק שהתקבל,המשרד היוזם לפי התזכיר,קוד הועדה שדנה בהצעת החוק,שם הועדה,השרים הממונים,סיווג - חוקי הסדרים,סיווג - תקציב,מספר מ’ של הצעת החוק,תאריך פרסום החוק בספר החוקים,מספר חוברת,מספר עמוד,מספר עמודי חקיקה,מספר עמודי חקיקה - הערות,דיון ראשון במליאה,הונחה על שולחן הכנסת לקריאה ראשונה,כמה זמן חלף בין הגשת הצעת החוק ועד הקריאה הראשונה,כמה זמן חלף בין הגשת הצעת החוק ועד הקריאה הראשונה - לא כולל פגרות,כמה זמן חלף בין ההצבעה הראשונה שהתקבלה ועד תחילת הדיון בה בוועדה הרלוונטית,כמה זמן חלף בין ההצבעה הראשונה שהתקבלה ועד תחילת הדיון בה בוועדה הרלוונטית - לא כולל פגרות,כמה זמן חלף בין תחילת הדיון בוועדה ועד לסיום הכנת החוק לקריאה שנייה ושלישית,כמה זמן חלף בין תחילת הדיון בוועדה ועד לסיום הכנת החוק לקריאה שנייה ושלישית - לא כולל פגרות,כמה זמן חלף מהגשת הצעת החוק ועד לאישור החוק,כמה זמן חלף מהגשת הצעת החוק ועד לאישור החוק - לא כולל פגרות,כמה זמן חלף מהדיון הראשון במליאה ועד לאישור החוק,כמה זמן חלף מהדיון הראשון במליאה ועד לאישור החוק - לא כולל פגרות
148685,9,"חוק השיפוט הצבאי (תיקון מס' 13), התשמ""א-1981",,246,החוץ והבטחון,הביטחון,False,False,1496,1981-01-11,998,72,2,,1980-12-01,1980-12-01,0,0,,,,,41,41,41,41
149200,9,"חוק להארכת תוקף של תקנות שעת חרום (החזקת תעודת זהות והצגתה), התשמ""א-1980",,304,הפנים ואיכות הסביבה,,False,False,1495,1980-12-31,996,64,1,,1980-12-02,1980-12-02,0,0,,,,,29,29,29,29
147375,9,"חוק לתיקון פקודת החברות (מס' 17), התשמ""א-1980",,376,החוקה חוק ומשפט,,False,False,1390,1980-12-24,995,50,6,,1980-01-28,1980-01-28,0,0,,,,,331,216,331,216
147220,9,"חוק לתיקון פקודת הדיג, התשמ""א-1980",,271,הכלכלה,החקלאות ופיתוח הכפר,False,False,1439,1980-12-18,994,48,2,,1980-07-28,1980-07-28,0,0,,,,,143,68,143,68
146902,9,"חוק האנטומיה והפתולוגיה (תיקון), התשמ""א-1980",,789,,הבריאות,False,False,1490,1980-12-10,992,42,4,,1980-11-10,1980-11-11,0,0,,,,,29,29,30,30
147335,9,"חוק הבטחת הכנסה, התשמ""א-1980",,340,העבודה והרווחה,"העבודה, הרווחה והשירותים החברתיים",False,False,1417,1980-12-01,991,30,7,,1979-10-22,1979-10-29,0,0,,,,,399,284,406,291
147936,9,"חוק המסים (קנס פיגורים), התשמ""א-1980",,328,הכספים,האוצר,False,False,1487,1980-12-01,991,38,4,,1980-11-03,1980-11-03,0,0,,,,,28,28,28,28
148580,9,"חוק שירות ביטחון (תיקון מס' 14), התשמ""א-1980",,246,החוץ והבטחון,,False,False,1441,1980-11-24,990,26,4,,1980-03-25,1980-03-25,0,0,,,,,244,129,244,129
148513,9,"חוק לתיקון פקודת הרשויות המקומיות (מס עסקים) (מס' 8), התשמ""א-1980",,304,הפנים ואיכות הסביבה,הפנים,False,False,1474,1980-11-21,989,22,4,,1980-07-30,1980-07-30,0,0,,,,,114,39,114,39
148773,9,"חוק התקציב (מס' 2), לשנת הכספים 1980, התשמ""א-1980",,328,הכספים,,False,False,,1980-11-20,80,2,8,,1980-10-21,1980-10-21,0,0,,,,,30,30,30,30
150203,9,"חוק נכי רדיפות הנאצים (תיקון מס' 7), התשמ""א-1980",,328,הכספים,האוצר,False,False,1470,1980-11-20,985,2,4,,1980-07-29,1980-07-29,0,0,,,,,114,39,114,39
147814,9,"חוק לתיקון פקודת מס הכנסה (מס' 42), התשמ""א-1980",משרד האוצר,328,הכספים,האוצר,False,False,1482,1980-11-11,988,18,4,,1980-10-20,1980-10-20,0,0,,,,,22,22,22,22
148623,9,"חוק שירות הקבע בצבא הגנה לישראל (גמלאות) (תיקון מס' 12), התשמ""א-1980",,340,העבודה והרווחה,,False,False,1462,1980-11-11,988,16,2,,1980-07-21,1980-07-21,0,0,,,,,113,38,113,38
148031,9,"חוק משפחות חיילים שנספו במערכה (תגמולים ושיקום) (תיקון מס' 14), התשמ""א-1980",,340,העבודה והרווחה,הביטחון,False,False,1461,1980-11-07,987,11,3,,1980-07-21,1980-07-21,0,0,,,,,109,34,109,34
150183,9,"חוק הנכים (תגמולים ושיקום) (תיקון מס' 11), התשמ""א-1980",,340,העבודה והרווחה,הביטחון,False,False,1462,1980-11-07,987,10,1,,1980-07-21,1980-07-21,0,0,,,,,109,34,109,34
146937,9,"חוק הביטוח הלאומי (תיקון מס' 39), התשמ""א-1980",,340,העבודה והרווחה,,False,False,1479,1980-11-04,986,7,3,,1980-09-01,1980-09-01,0,0,,,,,64,22,64,22
148712,9,"חוק השופטים (תיקון מס' 6), התשמ""א-1980",,376,החוקה חוק ומשפט,,False,False,1468,1980-11-04,986,6,0.5,"more then 1 bill in page, split num pages between them",1980-07-21,1980-07-21,0,0,,,,,106,31,106,31
149834,9,"חוק יום הזכרון לחללי מלחמת הקוממיות וצבא הגנה לישראל (תיקון מס' 2), התשמ""א-1980",,376,החוקה חוק ומשפט,הביטחון,False,False,1461,1980-11-04,986,6,0.5,"more then 1 bill in page, split num pages between them",1980-07-21,1980-07-21,0,0,,,,,106,31,106,31
146862,9,"חוק האזרחות (תיקון מס' 4), התש""ם-1980",,304,הפנים ואיכות הסביבה,"הפנים, המשפטים",False,False,1419,1980-08-18,984,222,6,,1979-11-13,1979-12-04,0,0,,,,,258,199,279,220
147564,9,"חוק המועצות החקלאיות (עונשין), התש""ם-1980",,271,הכלכלה,החקלאות ופיתוח הכפר,False,False,1427,1980-08-18,984,228,1,"page number restarted, might be more pages",1980-02-18,1980-02-18,0,0,,,,,182,123,182,123
148260,9,"חוק העמותות, התש""ם-1980",,376,החוקה חוק ומשפט,המשפטים,False,False,1392,1980-08-12,983,210,12,,1979-12-03,1979-12-03,0,0,,,,,253,200,253,200
146938,9,"חוק הביטוח הלאומי (תיקון מס' 38), התש""ם-1980",,340,העבודה והרווחה,,False,False,1387,1980-08-08,982,203,1,,1979-02-19,1979-02-19,0,0,,,,,536,372,536,372
147812,9,"חוק לתיקון פקודת מס הכנסה (מס' 41), התש""ם-1980",משרד האוצר,328,הכספים,האוצר,False,False,1460,1980-08-08,982,205,5,,1980-06-30,1980-06-30,0,0,,,,,39,30,39,30
148030,9,"חוק משפחות חיילים שנספו במערכה (תגמולים ושיקום) (תיקון מס' 13), התש""ם-1980",,340,העבודה והרווחה,"העבודה, הרווחה והשירותים החברתיים, הביטחון",False,False,1427,1980-08-07,981,190,4,,1979-12-18,1979-12-18,0,0,,,,,233,185,233,185
148968,9,"חוק התובלה האוירית, התש""ם-1980",,271,הכלכלה,התחבורה והבטיחות בדרכים ,False,False,1412,1980-08-07,981,197,5,,1980-05-06,1980-05-06,0,0,,,,,93,85,93,85
147435,9,"חוק לתיקון פקודת מניעת טרור, התש""ם-1980",,376,החוקה חוק ומשפט,המשפטים,False,False,1467,1980-08-05,980,187,1,,1980-07-21,1980-07-28,0,0,,,,,8,2,15,9
148713,9,"חוק השופטים (תיקון מס' 5), התש""ם-1980",,376,החוקה חוק ומשפט,,False,False,1464,1980-08-05,980,186,0.5,"more then 1 bill in page, split num pages between them",1980-07-21,1980-07-21,0,0,,,,,15,9,15,9
149173,9,"חוק להארכת תקפן של תקנות שעת חרום (שירותי עבודה חיוניים של רנטגנאים), התש""ם-1980",,376,החוקה חוק ומשפט,,False,False,1470,1980-08-05,980,188,1.0,"more then 1 bill in page, split num pages between them",1980-07-29,1980-07-29,0,0,,,,,7,1,7,1
148017,9,"חוק רכישת מקרקעין בנגב (חוזה השלום עם מצרים), התש""ם-1980",,376,החוקה חוק ומשפט,"הביטחון, האוצר",False,False,1410,1980-08-03,979,170,13,,1979-07-31,1979-07-31,0,0,,,,,369,243,369,243
146903,9,"חוק מעמד ארגונים בין-לאומיים, התש""ם-1980",,246,החוץ והבטחון,,False,False,1465,1980-07-31,978,163,0.5,"more then 1 bill in page, split num pages between them",1980-07-15,1980-07-15,0,0,,,,,16,15,16,15
147246,9,"חוק הגנת הדייר (תיקון), התש""ם-1980",,376,החוקה חוק ומשפט,הבינוי והשיכון,False,False,1446,1980-07-31,978,165,1,,1980-05-27,1980-05-27,0,0,,,,,65,64,65,64
147464,9,"חוק יסודות המשפט, התש""ם-1980",,376,החוקה חוק ומשפט,המשפטים,False,False,1361,1980-07-31,978,163,0.5,"more then 1 bill in page, split num pages between them",1978-08-02,1980-03-12,0,0,,,,,141,100,729,484
147729,9,"חוק המילווה (חברות ביטוח) (תיקון מס' 5), התש""ם-1980",,328,הכספים,האוצר,False,False,1453,1980-07-31,978,166,1,,1980-06-17,1980-06-17,0,0,,,,,44,43,44,43
147810,9,"חוק לתיקון פקודת מס הכנסה (מס' 39), התש""ם-1980",משרד האוצר,328,הכספים,האוצר,False,False,1468,1980-07-31,978,164,0.5,"more then 1 bill in page, split num pages between them",1980-07-15,1980-07-15,0,0,,,,,16,15,16,15
147827,9,"חוק מס מעסיקים (תיקון מס' 2), (תיקון), התש""ם-1980",,328,הכספים,,False,False,1464,1980-07-31,978,164,0.5,"more then 1 bill in page, split num pages between them",1980-07-15,1980-07-15,0,0,,,,,16,15,16,15
148480,9,"חוק לתיקון פקודת הרוקחים (מס' 6), התש""ם-1980",,376,החוקה חוק ומשפט,,False,False,1457,1980-07-31,978,167,3,,1980-06-17,1980-06-17,0,0,,,,,44,43,44,43
149920,9,"חוק לימוד חובה (תיקון מס' 11) (תיקון), התש""ם-1980",,774,,החינוך,False,False,1460,1980-07-31,978,162,0.5,"more then 1 bill in page, split num pages between them",1980-06-24,1980-06-24,0,0,,,,,37,36,37,36
148532,9,"חוק הרשויות המקומיות (בחירת ראש הרשות וסגניו וכהונתם) (תיקון מס' 3), התש""ם-1980",,304,הפנים ואיכות הסביבה,הפנים,False,False,1433,1980-07-25,977,160,1.0,"more then 1 bill in page, split num pages between them",1980-01-28,1980-01-28,0,0,,,,,179,139,179,139
416320,9,"חוק לתיקון פקודת בריאות העם (מס' 7), התש""ם-1980",,340,העבודה והרווחה,"הבריאות, להגנת הסביבה",False,False,1457,1980-07-18,976,157,3,,1980-06-17,1980-06-17,0,0,,,,,31,31,31,31
147869,9,"חוק מס שבח מקרקעין (תיקון מס' 8), התש""ם-1980",,328,הכספים,האוצר,False,False,1441,1980-07-10,975,144,9,,1980-03-11,1980-03-11,0,0,,,,,121,81,121,81
148996,9,"חוק להארכת תוקף של תקנות שעת חירום (אבטחת מוסדות חינוך), התש""ם-1980",,340,העבודה והרווחה,,False,False,1456,1980-07-10,975,153,3,,1980-06-17,1980-06-17,0,0,,,,,23,23,23,23
147478,9,"חוק יד יצחק בן-צבי (תיקון מס' 2), התש""ם-1980",,354,החינוך והתרבות,התרבות והספורט ,False,False,1445,1980-06-26,974,142,2,,1980-03-24,1980-03-24,0,0,,,,,94,54,94,54
148772,9,"חוק התקציב לשנת הכספים 1980, התש""ם-1980",,328,הכספים,,False,False,71,1980-06-20,79,3,1,"page number restarted, might be more pages",1980-02-25,1980-02-25,0,0,,,,,116,76,116,76
148323,9,"חוק סדר הדין הפלילי (תיקון מס' 12), התש""ם-1980",,376,החוקה חוק ומשפט,,False,False,1314,1980-06-13,973,138,1,,1977-12-26,1977-12-26,0,0,,,,,900,616,900,616
150271,9,"חוק סמכויות שעת-חירום (מעצרים) (תיקון), התש""ם-1980",,376,החוקה חוק ומשפט,המשפטים,False,False,1425,1980-06-13,973,139,3,,1980-03-24,1980-03-24,0,0,,,,,81,41,81,41
147102,9,"חוק בית הדין לעבודה (תיקון מס' 8), התש""ם-1980",,340,העבודה והרווחה,"העבודה, הרווחה והשירותים החברתיים, המשפטים",False,False,1421,1980-06-05,972,135,1,,1978-02-01,1980-01-01,0,0,,,,,156,116,855,571
147131,9,"חוק לתיקון פקודת בתי-הסוהר (מס' 5), התש""ם-1980",,304,הפנים ואיכות הסביבה,לביטחון הפנים,False,False,1432,1980-06-05,972,134,1,,1980-01-28,1980-01-28,0,0,,,,,129,89,129,89
147921,9,"חוק מס הבולים על מסמכים (תיקון), התש""ם-1980",,328,הכספים,האוצר,False,False,1448,1980-06-05,972,136,2,,1980-05-07,1980-05-07,0,0,,,,,29,29,29,29
147113,9,"חוק לתיקון פקודת בתי המשפט העירוניים (מס' 6), התש""ם-1980",,376,החוקה חוק ומשפט,,False,False,1427,1980-05-29,971,132,1.0,"more then 1 bill in page, split num pages between them",1980-03-24,1980-03-24,0,0,,,,,66,26,66,26
147257,9,"חוק ההוצאה לפועל (תיקון מס' 5), התש""ם-1980",,376,החוקה חוק ומשפט,המשפטים,False,False,1420,1980-05-29,971,132,1.0,"more then 1 bill in page, split num pages between them",1980-03-24,1980-03-24,0,0,,,,,66,26,66,26
147972,9,"חוק מטבע השקל, התש""ם-1980",,328,הכספים,המשפטים,False,False,1437,1980-05-23,970,128,4,,1980-03-11,1980-03-11,0,0,,,,,73,33,73,33
147120,9,"חוק בתי המשפט (תיקון מס' 12), התש""ם-1980",,376,החוקה חוק ומשפט,,False,False,1448,1980-04-15,969,125,3,,1980-03-25,1980-03-25,0,0,,,,,21,1,21,1
147832,9,"חוק מס מקביל (תיקון מס' 5), התש""ם-1980",,340,העבודה והרווחה,,False,False,1443,1980-04-15,969,124,1,,1980-03-17,1980-03-18,0,0,,,,,28,8,29,9
146939,9,"חוק הביטוח הלאומי (תיקון מס' 37), התש""ם-1980",,340,העבודה והרווחה,,False,False,1443,1980-04-13,968,118,6,,1980-03-17,1980-03-18,0,0,,,,,26,8,27,9
148070,9,"חוק לשכת עורכי הדין (תיקון מס' 13), התש""ם-1980",,376,החוקה חוק ומשפט,המשפטים,False,False,1393,1980-04-13,968,110,2,,1980-01-21,1980-01-21,0,0,,,,,83,65,83,65
148071,9,"חוק לשכת עורכי הדין (תיקון מס' 12), התש""ם-1980",,376,החוקה חוק ומשפט,המשפטים,False,False,1382,1980-04-13,968,108,2,,1980-01-21,1980-01-21,0,0,,,,,83,65,83,65
148218,9,"חוק העונשין (תיקון מס' 12), התש""ם-1980",,376,החוקה חוק ומשפט,"לביטחון הפנים, המשפטים",False,False,1400,1980-04-13,968,112,5,,1979-12-31,1979-12-31,0,0,,,,,104,86,104,86
147809,9,"חוק לתיקון פקודת מס הכנסה (מס' 38), התש""ם-1980",משרד האוצר,328,הכספים,האוצר,False,False,1449,1980-04-03,967,101,1,,1980-03-25,1980-03-25,0,0,,,,,9,1,9,1
148107,9,"חוק לעידוד השקעות הון (תיקון מס' 18), התש""ם-1980",,376,החוקה חוק ומשפט,"הכלכלה והתעשייה, האוצר",False,False,1445,1980-04-03,967,103,0.5,"more then 1 bill in page, split num pages between them",1980-03-24,1980-03-24,0,0,,,,,10,2,10,2
148134,9,"חוק עידוד התעשיה (מסים) (תיקון מס' 7), התש""ם-1980",,328,הכספים,האוצר,False,False,1424,1980-04-03,967,103,0.5,"more then 1 bill in page, split num pages between them",1979-12-03,1979-12-03,0,0,,,,,122,114,122,114
148633,9,"חוק שירות המדינה (גמלאות) (תיקון מס' 22), התש""ם-1980",,340,העבודה והרווחה,האוצר,False,False,1445,1980-04-03,967,102,1,,1980-03-19,1980-03-19,0,0,,,,,15,7,15,7
148965,9,"חוק רשות שדות התעופה (הוראת שעה), התש""ם-1980",,271,הכלכלה,התחבורה והבטיחות בדרכים ,False,False,1449,1980-04-03,967,104,1,,1980-03-25,1980-03-25,0,0,,,,,9,1,9,1
146940,9,"חוק הביטוח הלאומי (תיקון מס' 36), התש""ם-1980",,340,העבודה והרווחה,,False,False,1444,1980-03-31,968,117,1,,1980-03-17,1980-03-18,0,0,,,,,13,8,14,9
146945,9,"חוק הביטוח הלאומי (תיקון מס' 28) (תיקון מס' 3), התש""ם-1980",,340,העבודה והרווחה,,False,False,1444,1980-03-31,966,98,1.0,"more then 1 bill in page, split num pages between them",1980-03-17,1980-03-18,0,0,,,,,13,8,14,9
147064,9,"חוק לתיקון פקודת הבנקאות (מס' 10) (תיקון מס' 3), התש""ם-1980",,328,הכספים,האוצר,False,False,1447,1980-03-31,966,98,1.0,"more then 1 bill in page, split num pages between them",1980-03-24,1980-03-24,0,0,,,,,7,2,7,2
148416,9,"חוק הרבנות הראשית לישראל, התש""ם-1980",משרד המשפטים,376,החוקה חוק ומשפט,"המשפטים, לשירותי דת",False,False,1405,1980-03-28,965,90,8,,1979-07-09,1979-07-09,0,0,,,,,263,179,263,179
148562,9,"חוק לתיקון פקודת השותפויות (מס' 2), התש""ם-1980",משרד המשפטים,376,החוקה חוק ומשפט,המשפטים,False,False,1420,1980-03-26,964,88,2,,1980-01-28,1980-01-28,0,0,,,,,58,58,58,58
149902,9,"חוק האחריות למוצרים פגומים, התש""ם-1980",,376,החוקה חוק ומשפט,המשפטים,False,False,1376,1980-03-26,964,86,2,,1979-01-01,1979-02-05,0,0,,,,,415,300,450,335
147096,9,"חוק בתי הדין הדתיים הדרוזיים (תיקון מס' 4), התש""ם-1980",,376,החוקה חוק ומשפט,המשפטים,False,False,1427,1980-03-07,963,84,2,,1979-12-31,1979-12-31,0,0,,,,,67,67,67,67
147130,9,"חוק לתיקון פקודת בתי-הסוהר (מס' 4), התש""ם-1980",,304,הפנים ואיכות הסביבה,לביטחון הפנים,False,False,1418,1980-02-28,962,77,7,,1979-10-22,1979-10-22,0,0,,,,,129,129,129,129
149894,9,"חוק לתיקון פקודת המשטרה (מס' 7), התש""ם-1980",,304,הפנים ואיכות הסביבה,"לביטחון הפנים, יושב ראש הכנסת",False,False,1418,1980-02-28,962,72,5,,1979-10-22,1979-10-22,0,0,,,,,129,129,129,129
147826,9,"חוק מס מעסיקים (תיקון מס' 2), התש""ם-1980",,328,הכספים,,False,False,1424,1980-02-21,961,68,1,,1979-12-03,1979-12-03,0,0,,,,,80,80,80,80
148289,9,"חוק פיצויים לנפגעי תאונות דרכים (תיקון מס' 2), התש""ם-1980",,376,החוקה חוק ומשפט,האוצר,False,False,1429,1980-02-21,961,69,3,,1980-01-22,1980-01-22,0,0,,,,,30,30,30,30
148219,9,"חוק העונשין (תיקון מס' 10), התש""ם-1980",,376,החוקה חוק ומשפט,המשפטים,False,False,1414,1980-02-08,959,62,2,,1979-11-26,1979-11-26,0,0,,,,,74,74,74,74
148220,9,"חוק העונשין (תיקון מס' 9), התש""ם-1980",,376,החוקה חוק ומשפט,"העבודה, הרווחה והשירותים החברתיים, הפנים, המשפטים",False,False,1414,1980-02-08,959,60,2,,1979-11-26,1979-11-26,0,0,,,,,74,74,74,74
148566,9,"חוק לתיקון פקודת השטרות (מס' 4), התש""ם-1980",,376,החוקה חוק ומשפט,המשפטים,False,False,1414,1980-02-08,960,64,0.5,"more then 1 bill in page, split num pages between them",1979-11-26,1979-11-26,0,0,,,,,74,74,74,74
149174,9,"חוק לקיום תקפן של תקנות שעת חרום (שירותי עבודה חיוניים של רנטגנאים), התש""ם-1980",,376,החוקה חוק ומשפט,,False,False,1434,1980-02-08,960,65,3,,1980-01-30,1980-01-30,0,0,,,,,9,9,9,9
150258,9,"חוק הנאמנות (תיקון), התש""ם-1980",,376,החוקה חוק ומשפט,המשפטים,False,False,1433,1980-02-08,960,64,0.5,"more then 1 bill in page, split num pages between them",1980-01-21,1980-01-21,0,0,,,,,18,18,18,18
148776,9,"חוק התקציב (מס' 2) לשנת הכספים 1979, התש""ם-1980",,328,הכספים,,False,False,,1980-02-03,78,3,1,"page number restarted, might be more pages",1979-12-24,1979-12-24,0,0,,,,,41,41,41,41
147808,9,"חוק לתיקון פקודת מס הכנסה (מס' 37), התש""ם-1980",משרד האוצר,328,הכספים,האוצר,False,False,1424,1980-01-31,958,52,5,,1979-12-03,1979-12-03,0,0,,,,,59,59,59,59
147935,9,"חוק קיזוז מסים, התש""ם-1980",,328,הכספים,האוצר,False,False,1416,1980-01-17,957,50,2,,1979-10-23,1979-10-23,0,0,,,,,86,86,86,86
148543,9,"חוק הרשויות המקומיות (ריבית והפרשי הצמדה על תשלומי חובה), התש""ם-1980",,304,הפנים ואיכות הסביבה,"הפנים, האוצר",False,False,1415,1980-01-17,956,46,4,,1979-10-22,1979-10-23,0,0,,,,,86,86,87,87
147610,9,"חוק מילווה ביטחון (מפעלים מאושרים) (תיקון מס' 4), התש""ם-1980",,328,הכספים,,False,False,1428,1980-01-09,955,44,2,,1979-12-24,1979-12-24,0,0,,,,,16,16,16,16
149179,9,"חוק להארכת תקפן של תקנות שעת חירום (יהודה והשומרון, חבל עזה, רמת הגולן, סיני ודרום סיני - שיפוט בעבירות ועזרה משפטית), התש""ם-1979",,376,החוקה חוק ומשפט,,False,False,1431,1980-01-09,955,43,1,,1979-12-31,1979-12-31,0,0,,,,,9,9,9,9
149218,9,"חוק לתיקון ולהארכת תוקף של תקנות שעת חרום (תשלומי חובה), התש""ם-1979",,328,הכספים,,False,False,1430,1980-01-09,955,42,0.5,"more then 1 bill in page, split num pages between them",1979-12-24,1979-12-24,0,0,,,,,16,16,16,16
147723,9,"חוק המילוות (הוראות שונות) (תיקון מס' 2), התש""ם-1979",,328,הכספים,האוצר,False,False,1422,1980-01-03,954,38,1.0,"more then 1 bill in page, split num pages between them",1979-12-03,1979-12-03,0,0,,,,,31,31,31,31
147807,9,"חוק לתיקון פקודת מס הכנסה (מס' 36), התש""ם-1979",משרד האוצר,328,הכספים,האוצר,False,False,1422,1980-01-03,954,38,1.0,"more then 1 bill in page, split num pages between them",1979-12-03,1979-12-03,0,0,,,,,31,31,31,31
148226,9,"חוק העונשין (תיקון מס' 8), התש""ם-1979",,340,העבודה והרווחה,המשפטים,False,False,1426,1980-01-03,954,40,2,,1979-12-10,1979-12-17,0,0,,,,,17,17,24,24
148092,9,"חוק העיטורים בצבא ההגנה לישראל (תיקון מס' 2), התש""ם-1979",,246,החוץ והבטחון,הביטחון,False,False,1420,1979-12-27,953,34,0.5,"more then 1 bill in page, split num pages between them",1979-11-06,1979-11-06,0,0,,,,,51,51,51,51
148398,9,"חוק הקרן למחקר ולפיתוח חקלאיים של ארצות-הברית וישראל, התש""ם-1979",,328,הכספים,"החקלאות ופיתוח הכפר, האוצר",False,False,1416,1979-12-27,953,35,3,,1979-12-03,1979-12-03,0,0,,,,,24,24,24,24
149157,9,"חוק לתיקון תקנות שעת חרום (רישום ציוד וגיוסו), התש""ם-1979",,246,החוץ והבטחון,,False,False,1420,1979-12-27,953,34,0.5,"more then 1 bill in page, split num pages between them",1979-11-06,1979-11-06,0,0,,,,,51,51,51,51
147334,9,"חוק לתיקון פקודת ההסגר, התש""ם-1979",,376,החוקה חוק ומשפט,,False,False,1408,1979-12-20,952,32,2,,1979-11-13,1979-11-13,0,0,,,,,37,37,37,37
148738,9,"חוק הגנת השכר (תיקון מס' 13), התש""ם-1979",,340,העבודה והרווחה,"העבודה, הרווחה והשירותים החברתיים",False,False,1418,1979-12-13,951,30,2,,1979-11-19,1979-11-19,0,0,,,,,24,24,24,24
147631,9,"חוק מילווה חסכון, התשל""ט-1979 (תיקון), התש""ם-1979",,328,הכספים,,False,False,1421,1979-12-06,950,28,2,,1979-11-05,1979-11-05,0,0,,,,,31,31,31,31
147806,9,"חוק לתיקון פקודת מס הכנסה (מס' 35), התש""ם-1979",משרד האוצר,328,הכספים,האוצר,False,False,1421,1979-12-06,950,27,1,,1979-11-05,1979-11-05,0,0,,,,,31,31,31,31
148942,9,"חוק לתיקון פקודת התעבורה (מס' 15), התש""ם-1979",,784,,התחבורה והבטיחות בדרכים ,False,False,1396,1979-12-06,949,18,8,,1979-05-14,1979-05-14,0,0,,,,,206,124,206,124
148409,9,"חוק לתיקון פקודת הראיות (מס' 4), התש""ם-1979",,376,החוקה חוק ומשפט,המשפטים,False,False,1352,1979-11-29,948,14,4,,1978-08-01,1978-08-01,0,0,,,,,485,281,485,281
147086,9,"חוק לתיקון פקודת בריאות העם (מס' 6), התש""ם-1979",,340,העבודה והרווחה,"הפנים, הבריאות, להגנת הסביבה",False,False,1376,1979-11-22,946,8,4,,1978-11-28,1978-11-28,0,0,,,,,359,244,359,244
147422,9,"חוק לביטול פקודת החבקים, התש""ם-1979",,328,הכספים,,False,False,1416,1979-11-22,947,12,2,,1979-10-23,1979-10-23,0,0,,,,,30,30,30,30
147451,9,חוק-יסוד: הממשלה (תיקון מס' 2),,376,החוקה חוק ומשפט,,False,False,1423,1979-11-11,945,6,2,,1979-11-05,1979-11-05,0,0,,,,,6,6,6,6
148674,9,"חוק שירות הציבור (מתנות), התש""ם-1979",,376,החוקה חוק ומשפט,המשפטים,False,False,1323,1979-11-01,944,2,4,,1978-02-20,1978-03-01,0,0,,,,,610,366,619,375
148774,9,"חוק התקציב לשנת הכספים 1979, התשל""ט-1979",,328,הכספים,,False,False,70,1979-08-26,77,3,1,"page number restarted, might be more pages",1979-03-05,1979-03-05,0,0,,,,,174,116,174,116
147903,9,"חוק לתיקון פקודת המכס (מס' 9), התשל""ט-1979",,328,הכספים,האוצר,False,False,1412,1979-08-10,943,149,0.5,"more then 1 bill in page, split num pages between them",1979-07-30,1979-07-30,0,0,,,,,11,2,11,2
147929,9,"חוק מסים עקיפים (מס ששולם ביתר או בחסר) (תיקון), התשל""ט-1979",,328,הכספים,האוצר,False,False,1406,1979-08-09,942,146,1.0,"more then 1 bill in page, split num pages between them",1979-07-16,1979-07-16,0,0,,,,,24,16,24,16
147933,9,"חוק מס מעסיקים (החזר מס בשל יצוא) (הוראת שעה), התשל""ט-1979",,328,הכספים,,False,False,1398,1979-08-09,942,144,2,,1979-05-21,1979-05-21,0,0,,,,,80,72,80,72
147934,9,"חוק פטור ממסים (הסכם להקמת שדות תעופה בנגב), התשל""ט-1979",,328,הכספים,,False,False,1401,1979-08-09,942,146,1.0,"more then 1 bill in page, split num pages between them",1979-06-26,1979-06-26,0,0,,,,,44,36,44,36
148396,9,"חוק הצלילה הספורטיבית, התשל""ט-1979",,354,החינוך והתרבות,התרבות והספורט ,False,False,1380,1979-08-09,942,141,2,,1979-01-22,1979-01-22,0,0,,,,,199,158,199,158
148474,9,"חוק רשות השידור (הוראת שעה), התשל""ט-1979",,328,הכספים,התקשורת,False,False,1411,1979-08-09,942,143,1,,1979-07-30,1979-07-30,0,0,,,,,10,2,10,2
148034,9,"חוק לתיקון פקודת הסמים המסוכנים, התשל""ט-1979",,376,החוקה חוק ומשפט,הבריאות,False,False,1377,1979-08-03,941,134,3,,1978-11-27,1978-11-27,0,0,,,,,249,214,249,214
149895,9,"חוק לתיקון פקודת המשטרה (מס' 6), התשל""ט-1979",,304,הפנים ואיכות הסביבה,לביטחון הפנים,False,False,1404,1979-08-03,941,137,1,,1979-07-09,1979-07-18,0,0,,,,,16,14,25,23
150259,9,"חוק הנאמנות, התשל""ט-1979",,376,החוקה חוק ומשפט,המשפטים,False,False,1146,1979-08-03,941,128,6,,1975-06-03,1975-06-03,0,0,,,,,1522,989,1522,989
147708,9,"חוק מילווה מלחמה ומימון רכש (תיקון מס' 5), התשל""ט-1979",,328,הכספים,,False,False,1402,1979-07-27,940,124,0.5,"more then 1 bill in page, split num pages between them",1979-07-02,1979-07-02,0,0,,,,,25,25,25,25
148578,9,"חוק שירות לאומי (תיקון), התשל""ט-1979",,340,העבודה והרווחה,הכלכלה והתעשייה,False,False,1402,1979-07-27,940,125,1.5,"more then 1 bill in page, split num pages between them",1979-07-03,1979-07-03,0,0,,,,,24,24,24,24
