מזהה ייחודי של הצעות חוק,מספר הכנסת,שם החוק שהתקבל,המשרד היוזם לפי התזכיר,קוד הועדה שדנה בהצעת החוק,שם הועדה,השרים הממונים,סיווג - חוקי הסדרים,סיווג - תקציב,מספר מ’ של הצעת החוק,תאריך פרסום החוק בספר החוקים,מספר חוברת,מספר עמוד,מספר עמודי חקיקה,מספר עמודי חקיקה - הערות,דיון ראשון במליאה,הונחה על שולחן הכנסת לקריאה ראשונה,כמה זמן חלף בין הגשת הצעת החוק ועד הקריאה הראשונה,כמה זמן חלף בין הגשת הצעת החוק ועד הקריאה הראשונה - לא כולל פגרות,כמה זמן חלף בין ההצבעה הראשונה שהתקבלה ועד תחילת הדיון בה בוועדה הרלוונטית,כמה זמן חלף בין ההצבעה הראשונה שהתקבלה ועד תחילת הדיון בה בוועדה הרלוונטית - לא כולל פגרות,כמה זמן חלף בין תחילת הדיון בוועדה ועד לסיום הכנת החוק לקריאה שנייה ושלישית,כמה זמן חלף בין תחילת הדיון בוועדה ועד לסיום הכנת החוק לקריאה שנייה ושלישית - לא כולל פגרות,כמה זמן חלף מהגשת הצעת החוק ועד לאישור החוק,כמה זמן חלף מהגשת הצעת החוק ועד לאישור החוק - לא כולל פגרות,כמה זמן חלף מהדיון הראשון במליאה ועד לאישור החוק,כמה זמן חלף מהדיון הראשון במליאה ועד לאישור החוק - לא כולל פגרות
2011157,20,"חוק הפיקוח על שירותים פיננסיים (קופות גמל) (תיקון מס' 21), התשע""ח-2018",,922,ועדת הכספים,האוצר,False,False,1083,2018-07-08,2730,730,2,,2015-05-11,2015-07-01,0,0,517,349,27,27,1103,732,1154,783
2066389,20,"חוק שיפוט בתי דין רבניים (נישואין וגירושין) (תיקון מס' 4 והוראת שעה), התשע""ח-2018",,932,"ועדת החוקה, חוק ומשפט",לשירותי דת,False,False,1207,2018-07-01,2729,722,8,,2018-02-28,2018-02-28,5,5,64,22,42,42,123,81,123,81
2021843,20,"חוק רישוי שירותים ומקצועות בענף הרכב (תיקון מס' 3), התשע""ח-2018",,926,ועדת הכלכלה,התחבורה והבטיחות בדרכים ,False,False,1157,2018-06-21,2725,700,6,,2017-10-23,2017-10-23,14,14,29,29,182,140,241,199,241,199
2066201,20,"חוק המועצה לענף הלול (ייצור ושיווק) (תיקון מס' 17), התשע""ח-2018",,926,ועדת הכלכלה,החקלאות ופיתוח הכפר,False,False,1205,2018-06-17,2724,696,2,,2018-02-26,2018-02-26,9,9,89,47,1,1,111,69,111,69
2066456,20,"חוק המרכז לגביית קנסות, אגרות והוצאות (תיקון מס' 19 והוראת שעה), התשע""ח-2018 ",,932,"ועדת החוקה, חוק ומשפט",המשפטים,False,False,1209,2018-06-06,2722,684,5,,2017-07-26,2018-02-28,6,6,70,28,6,6,98,56,315,189
2066822,20,"חוק שחרור על-תנאי ממאסר (תיקון מס' 16), התשע""ח-2018 ",,932,"ועדת החוקה, חוק ומשפט",המשפטים,False,False,1218,2018-06-06,2722,689,3,,2018-03-12,2018-03-12,0,0,71,29,0,0,86,44,86,44
2020813,20,"חוק הכניסה לישראל (תיקון מס' 31), התשע""ח-2018",,935,ועדת הפנים והגנת הסביבה,"הפנים, המשפטים",False,False,1156,2018-05-23,2719,668,2,,2017-08-02,2017-08-02,82,1,197,155,0,0,294,171,294,171
2066796,20,"חוק לתיקון דיני הבחירות לרשויות המקומיות, התשע""ח-2018",משרד הפנים,935,ועדת הפנים והגנת הסביבה,הפנים,False,False,1217,2018-05-23,2720,672,8,,2018-03-12,2018-03-12,0,0,50,8,13,13,72,30,72,30
2024675,20,"חוק אמנות הבנקים הבין-לאומיים לפיתוח (תיקוני חקיקה), התשע""ח-2018",,922,ועדת הכספים,"האוצר, הממשלה",False,False,1179,2018-05-21,2718,664,1,,2017-12-11,2017-12-11,42,42,105,63,0,0,161,119,161,119
2065778,20,"חוק הרשות הלאומית לתרבות היידיש (תיקון מס' 2), התשע""ח-2018",,933,"ועדת החינוך, התרבות והספורט",התרבות והספורט ,False,False,1197,2018-05-21,2718,665,1,,2018-02-19,2018-02-19,7,7,63,21,0,0,91,49,91,49
2065780,20,"חוק הרשות הלאומית לתרבות הלאדינו (תיקון מס' 2), התשע""ח-2018",,933,"ועדת החינוך, התרבות והספורט",התרבות והספורט ,False,False,1198,2018-05-21,2718,666,2,,2018-02-19,2018-02-19,7,7,63,21,0,0,91,49,91,49
2015886,20,"חוק רואי חשבון (תיקון מס' 9), התשע""ח-2018",,932,"ועדת החוקה, חוק ומשפט",המשפטים,False,False,1128,2018-05-13,2716,640,20,,2017-03-20,2017-03-20,2,2,319,193,36,36,419,251,419,251
553915,20,"חוק בתי המשפט (תיקון מס' 94), התשע""ח-2018",,932,"ועדת החוקה, חוק ומשפט",המשפטים,False,False,873,2018-05-13,2717,660,0.5,"more then 1 bill in page, split num pages between them",2014-06-16,2014-06-16,21,21,1213,656,131,131,1427,828,1427,828
2025749,20,חוק-יסוד: הממשלה (תיקון מס' 6),משרד ראש הממשלה,2057,"הוועדה המשותפת לוועדת החוץ והביטחון ולוועדת החוקה להצ""ח יסוד: הממשלה (תיקון מס' 5) (סמכויות לעניין פתיחה במלחמה או נקיטת פעולה צבאית משמעותית) (מ/1184) הצ""ח הממשלה (תיקון מס' 12) (אצילת סמכות לוועדת השרים לענייני ביטחון לאומי), התשע""ח-2018 (מ/1184",,False,False,1184,2018-05-02,2715,636,0.5,"more then 1 bill in page, split num pages between them",2018-01-01,2018-01-01,21,21,48,48,50,8,121,79,121,79
2025750,20,"חוק הממשלה (תיקון מס' 12), התשע""ח-2018",,2057,"הוועדה המשותפת לוועדת החוץ והביטחון ולוועדת החוקה להצ""ח יסוד: הממשלה (תיקון מס' 5) (סמכויות לעניין פתיחה במלחמה או נקיטת פעולה צבאית משמעותית) (מ/1184) הצ""ח הממשלה (תיקון מס' 12) (אצילת סמכות לוועדת השרים לענייני ביטחון לאומי), התשע""ח-2018 (מ/1184",הממשלה,False,False,1184,2018-05-02,2715,637,1,,2018-01-01,2018-01-01,21,21,48,48,50,8,121,79,121,79
2065303,20,"חוק התקציב לשנת הכספים 2019, התשע""ח-2018",,922,ועדת הכספים,,False,False,1195,2018-04-11,2714,545,91,,2018-01-24,2018-02-11,2,2,-20,-20,47,47,59,35,77,53
2065304,20,"חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנת התקציב 2019), התשע""ח-2018 ",,922,ועדת הכספים,"הכלכלה והתעשייה, האוצר, התקשורת, המשפטים, החינוך, התחבורה והבטיחות בדרכים , הפנים, לביטחון הפנים",False,False,1196,2018-03-22,2712,454,56,,2017-12-18,2018-01-31,0,0,20,20,3,3,50,46,94,90
2065305,20,"חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנת התקציב 2019), התשע""ח-2018 ",משרד האוצר,922,ועדת הכספים,"העבודה, הרווחה והשירותים החברתיים, הביטחון, האוצר, התקשורת, המשפטים, הבריאות, החינוך, התחבורה והבטיחות בדרכים , התרבות והספורט , הפנים",True,False,1196,2018-03-22,2713,510,35,,2017-06-26,2018-01-03,0,0,5,5,6,6,78,74,269,181
2019860,20,"חוק חסימת מספר טלפון לשם מניעת ביצוע עבירות, התשע""ח-2018",,932,"ועדת החוקה, חוק ומשפט",לביטחון הפנים,False,False,1147,2018-03-19,2711,444,10,,2017-01-23,2017-02-01,0,0,226,142,0,0,411,284,420,293
568297,20,"חוק לצמצום השימוש במזומן, התשע""ח-2018",משרד האוצר,2053,"הוועדה המשותפת לוועדת החוקה, חוק ומשפט ולוועדת הכספים לדיון בהצעת החוק לצמצום השימוש במזומן, התשע""ה-2015 (מ/945)","הכלכלה והתעשייה, העבודה, הרווחה והשירותים החברתיים, האוצר, המשפטים",False,False,945,2018-03-18,2710,428,16,,2015-07-22,2015-07-22,5,5,903,574,56,56,970,641,970,641
577400,20,"חוק חדלות פירעון ושיקום כלכלי, התשע""ח-2018",משרד המשפטים,932,"ועדת החוקה, חוק ומשפט","הכלכלה והתעשייה, העבודה, הרווחה והשירותים החברתיים, האוצר, המשפטים, הממשלה",False,False,1027,2018-03-15,2708,310,116,,2015-07-29,2016-02-03,0,0,78,29,644,434,771,512,960,631
2019856,20,"חוק הסדרים במגזר החקלאי המשפחתי (תיקון מס' 13), התשע""ח-2018",,932,"ועדת החוקה, חוק ומשפט","החקלאות ופיתוח הכפר, האוצר",False,False,1145,2018-03-13,2706,286,4,,2017-07-10,2017-07-10,7,7,225,141,0,0,246,162,246,162
2063556,20,"חוק הרשויות המקומיות (מנהל יחידת נוער ומועצת תלמידים ונוער) (תיקון), התשע""ח-2018",,933,"ועדת החינוך, התרבות והספורט",החינוך,False,False,1187,2018-03-13,2704,282,2,,2018-01-08,2018-01-08,22,22,34,34,0,0,64,64,64,64
2063893,20,"חוק שעות עבודה ומנוחה (תיקון מס' 17), התשע""ח-2018",,928,"ועדת העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים",False,False,1190,2018-03-13,2705,284,2,,2016-12-12,2017-02-08,0,0,28,28,0,0,398,272,456,330
2065306,20,"חוק הפחתת הגירעון והגבלת ההוצאה התקציבית (תיקון מס' 17), התשע""ח-2018 ",,922,ועדת הכספים,האוצר,False,True,1196,2018-03-13,2703,280,2,,2018-02-11,2018-02-11,2,2,13,13,0,0,30,30,30,30
2066031,20,"חוק המאבק בטרור (תיקון מס' 3), התשע""ח-2018",משרד המשפטים,935,ועדת הפנים והגנת הסביבה,"הביטחון, לביטחון הפנים, המשפטים",False,False,1201,2018-03-13,2707,292,2,,2017-12-04,2018-01-24,0,0,8,8,0,0,48,48,99,99
2020412,20,"חוק לתיקון פקודת המכס (מס' 28), התשע""ח-2018",,922,ועדת הכספים,"הכלכלה והתעשייה, האוצר, הבריאות",False,False,1150,2018-03-12,2702,256,24,,2017-07-19,2017-07-19,5,5,191,107,6,6,236,152,236,152
2023918,20,"חוק לתיקון פקודת המשטרה (מס' 34), התשע""ח-2018",,935,ועדת הפנים והגנת הסביבה,"העבודה, הרווחה והשירותים החברתיים, הביטחון, התקשורת, הבריאות, המשפטים, הפנים, לביטחון הפנים, ראש הממשלה",False,False,1169,2018-03-12,2701,252,4,,2017-11-27,2017-11-27,49,49,44,44,0,0,105,105,105,105
2025534,20,"חוק התכנון והבנייה (תיקון מס' 122), התשע""ח-2018",,935,ועדת הפנים והגנת הסביבה,האוצר,False,False,1148,2018-03-12,2700,244,8,,2017-07-17,2017-07-17,7,7,210,126,7,7,238,154,238,154
2063209,20,"חוק למניעת הפצה ומימון של נשק להשמדה המונית, התשע""ח-2018",,929,ועדת החוץ והביטחון,"הכלכלה והתעשייה, האוצר, המשפטים",False,False,1186,2018-03-11,2699,232,12,,2018-01-01,2018-01-01,21,21,34,34,3,3,69,69,69,69
2064229,20,"חוק הדיור הציבורי (זכויות רכישה) (תיקון מס' 9), התשע""ח-2018",,926,ועדת הכלכלה,הבינוי והשיכון,False,False,1191,2018-03-11,2698,230,2,,2018-01-22,2018-01-22,8,8,21,21,0,0,48,48,48,48
2066200,20,"חוק הכניסה לישראל (תיקון מס' 30), התשע""ח-2018",,935,ועדת הפנים והגנת הסביבה,"הפנים, המשפטים",False,False,1204,2018-03-11,2698,228,1,,2017-11-13,2018-01-03,0,0,2,2,5,5,67,67,118,118
2064313,20,"חוק הכניסה לישראל (תיקון מס' 29 והוראות שעה), התשע""ח-2018",,935,ועדת הפנים והגנת הסביבה,"הפנים, המשפטים",False,False,1193,2018-03-08,2697,220,4,,2018-01-22,2018-01-22,7,7,16,16,11,11,45,45,45,45
2064242,20,"חוק חתימה אלקטרונית (תיקון מס' 3), התשע""ח-2018",משרד המשפטים,931,ועדת המדע והטכנולוגיה,"הפנים, האוצר, המשפטים",False,False,1192,2018-02-28,2696,212,3,,2018-01-22,2018-01-22,8,8,7,7,0,0,37,37,37,37
2063695,20,"חוק התקנים (תיקון מס' 13), התשע""ח-2018",משרד הכלכלה,952,"הוועדה המיוחדת לדיון בהצעות חוק הבאות:הפיקוח על שירותים פיננסיים מוסדרים (הוראת שעה) (פ/5388),עבודת נשים-תקופת הלידה וההורות(השתתפות בעלות מעון יום ו-הסטודנטיות)",הכלכלה והתעשייה,False,False,1188,2018-02-21,2693,184,8,,2018-01-10,2018-01-10,5,5,22,22,6,6,42,42,42,42
2015883,20,"חוק ההוצאה לפועל (תיקון מס' 55), התשע""ח-2018",,932,"ועדת החוקה, חוק ומשפט",המשפטים,False,False,1124,2018-02-15,2692,172,4,,2017-03-20,2017-03-20,2,2,272,146,42,42,332,206,332,206
2022018,20,"חוק בתי המשפט (תיקון מס' 92), התשע""ח-2018",,932,"ועדת החוקה, חוק ומשפט",המשפטים,False,False,1162,2018-02-15,2691,169,3,,2017-10-25,2017-10-25,5,5,57,57,13,13,113,113,113,113
2025077,20,"חוק ההוצאה לפועל (תיקון מס' 56), התשע""ח-2018",,932,"ועדת החוקה, חוק ומשפט",המשפטים,False,False,1182,2018-02-15,2692,176,4,,2017-12-18,2017-12-18,35,35,8,8,0,0,59,59,59,59
2064836,20,"חוק הביטוח הלאומי (תיקון מס' 200), התשע""ח-2018",,928,"ועדת העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים, האוצר",True,False,1194,2018-02-15,2691,164,4,,2016-02-08,2017-05-24,0,0,1,1,11,11,267,183,738,479
2021844,20,"חוק המאבק בטרור (תיקון), התשע""ח-2018 ",משרד המשפטים,932,"ועדת החוקה, חוק ומשפט","הביטחון, לביטחון הפנים, המשפטים",False,False,1158,2018-02-14,2690,160,4,,2017-10-23,2017-10-23,7,7,84,84,0,0,114,114,114,114
2065101,20,"חוק התקשורת (בזק ושידורים) (תיקון מס' 67), התשע""ח-2018",,926,ועדת הכלכלה,התקשורת,False,False,784,2018-02-08,2689,158,2,,2013-07-08,2013-07-08,112,42,,,,,1676,1000,1676,1000
2011438,20,"חוק לתיקון פקודת התעבורה (מס' 120), התשע""ח-2018",,926,ועדת הכלכלה,התחבורה והבטיחות בדרכים ,False,False,1092,2018-02-01,2686,130,8,,2016-11-21,2016-11-21,0,0,98,98,328,202,437,311,437,311
574558,20,"חוק לתיקון פקודת מס הכנסה (מס' 245), התשע""ח-2018",משרד האוצר,922,ועדת הכספים,האוצר,False,False,1003,2018-01-17,2684,118,8,,2016-01-13,2016-01-13,20,20,20,20,679,420,735,476,735,476
2023922,20,"חוק הרשות הלאומית לבטיחות בדרכים (הוראת שעה) (תיקון מס' 2), התשע""ח-2018",,926,ועדת הכלכלה,התחבורה והבטיחות בדרכים ,False,False,1171,2018-01-14,2682,112,1.0,"more then 1 bill in page, split num pages between them",2017-11-27,2017-11-27,9,9,28,28,0,0,48,48,48,48
2025778,20,חוק-יסוד: הממשלה (תיקון מס' 5),,932,"ועדת החוקה, חוק ומשפט",,False,False,1185,2018-01-14,2682,112,1.0,"more then 1 bill in page, split num pages between them",2018-01-01,2018-01-01,8,8,1,1,0,0,13,13,13,13
2024342,20,"חוק לתיקון דיני הרשויות המקומיות (חוקי עזר בעניין פתיחתם וסגירתם של עסקים בימי מנוחה), התשע""ח-2018",,935,ועדת הפנים והגנת הסביבה,הפנים,False,False,1175,2018-01-10,2681,110,2,,2017-12-04,2017-12-04,8,8,16,16,4,4,37,37,37,37
546192,20,"חוק גנים לאומיים, שמורות טבע, אתרים לאומיים ואתרי הנצחה (תיקון מס' 15), התשע""ח-2018",,929,ועדת החוץ והביטחון,"הביטחון, הפנים, להגנת הסביבה",False,False,828,2018-01-07,2680,95,3,,2013-12-31,2013-12-31,20,20,785,438,616,357,1468,862,1468,862
571311,20,"חוק קרן קיימת לישראל (תחולת דיני המס והוראת שעה), התשע""ח-2018",,922,ועדת הכספים,,False,False,951,2018-01-07,2680,107,3,,2015-11-05,,,,,,787,528,,,794,535
2023504,20,"חוק להסדר ההימורים בספורט (תיקון מס' 12), התשע""ח-2017 ",,933,"ועדת החינוך, התרבות והספורט","התרבות והספורט , האוצר",False,False,1166,2017-12-31,2678,88,4,,2017-11-20,2017-11-20,7,7,7,7,8,8,41,41,41,41
2003634,20,"חוק מס ערך מוסף (תיקון מס' 56), התשע""ח-2017",,952,"הוועדה המיוחדת לדיון בהצעות חוק הבאות:הפיקוח על שירותים פיננסיים מוסדרים (הוראת שעה) (פ/5388),עבודת נשים-תקופת הלידה וההורות(השתתפות בעלות מעון יום ו-הסטודנטיות)",האוצר,False,False,1047,2017-12-28,2676,81,1,,2016-06-08,2016-06-08,12,12,416,279,123,50,568,358,568,358
2013014,20,"חוק חניה לנכים (תיקון מס' 8), התשע""ח-2017",,926,ועדת הכלכלה,התחבורה והבטיחות בדרכים ,False,False,1109,2017-12-28,2676,82,2,,2017-01-23,2017-01-23,21,21,295,169,0,0,339,213,339,213
2013449,20,"חוק לתיקון פקודת ביטוח רכב מנועי (מס' 22), התשע""ח-2017",,926,ועדת הכלכלה,האוצר,False,False,1113,2017-12-28,2676,80,1,,2017-01-30,2017-01-30,14,14,112,70,162,78,332,206,332,206
2019788,20,"חוק לתיקון פקודת מס הכנסה (תיקון מס' 244), התשע""ח-2017",משרד האוצר,922,ועדת הכספים,האוצר,False,False,1144,2017-12-28,2677,84,1,,2017-07-10,2017-07-10,7,7,100,16,35,35,171,87,171,87
2020235,20,"חוק התכנון והבנייה (תיקון מס' 119), התשע""ח-2017",,935,ועדת הפנים והגנת הסביבה,האוצר,False,False,1148,2017-12-28,2675,74,3.0,"more then 1 bill in page, split num pages between them",2017-07-17,2017-07-17,7,7,149,65,5,5,164,80,164,80
2023546,20,"חוק הבטחת הכנסה (תיקון מס' 50), התשע""ח-2017",,928,"ועדת העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים",False,False,1168,2017-12-28,2675,73,0.5,"more then 1 bill in page, split num pages between them",2017-11-06,2017-11-20,2,2,7,7,0,0,38,38,52,52
2024445,20,"חוק לתיקון פקודת העיריות (הוראת שעה) (תיקון מס' 4), התשע""ח-2017",משרד הפנים,935,ועדת הפנים והגנת הסביבה,הפנים,False,False,1178,2017-12-28,2675,74,3.0,"more then 1 bill in page, split num pages between them",2017-12-04,2017-12-04,14,14,3,3,0,0,24,24,24,24
2024737,20,"חוק שעות עבודה ומנוחה (תיקון מס' 16), התשע""ח-2017",,928,"ועדת העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים",False,False,1180,2017-12-28,2675,73,0.5,"more then 1 bill in page, split num pages between them",2017-11-13,2017-11-29,0,0,7,7,0,0,29,29,45,45
2024738,20,"חוק נכסים של נספי השואה והטבות לניצולי שואה נזקקים (תיקוני חקיקה), התשע""ח-2017",,2051,"הוועדה המשותפת לוועדת החוקה, חוק ומשפט ולוועדת הכספים לדיון בהצעת חוק נכסים של נספי השואה והטבות לניצולי שואה נזקקים (תיקוני חקיקה – הוראת שעה), התשע""ח-2018 (מ/1181)","האוצר, המשפטים",False,False,1181,2017-12-28,2675,68,5,,2016-06-20,2017-03-15,0,0,8,8,0,0,288,162,556,346
578950,20,"חוק הבטחת הכנסה (תיקון מס' 51), התשע""ח-2017",,928,"ועדת העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים",False,False,1042,2017-12-28,2677,85,1.5,"more then 1 bill in page, split num pages between them",2016-03-30,2016-03-30,593,334,21,21,0,0,638,379,638,379
2023509,20,"חוק למניעת הסתננות (עבירות ושיפוט) (הוראת שעה), התשע""ח-2017 ",,935,ועדת הפנים והגנת הסביבה,"הביטחון, הפנים, המשפטים",False,False,1167,2017-12-14,2673,60,4,,2017-11-20,2017-11-20,0,0,9,9,0,0,24,24,24,24
2015276,20,"חוק ביטוח בריאות ממלכתי (תיקון מס' 62), התשע""ח-2017 ",,928,"ועדת העבודה, הרווחה והבריאות",הבריאות,False,False,1118,2017-12-07,2672,52,4.0,"more then 1 bill in page, split num pages between them",2017-03-06,2017-03-06,8,8,92,50,161,77,276,150,276,150
2015662,20,"חוק איסור הלבנת הון (תיקון מס' 26 והוראת שעה), התשע""ח-2017",,932,"ועדת החוקה, חוק ומשפט","הכלכלה והתעשייה, האוצר, המשפטים",False,False,1098,2017-12-07,2672,52,4.0,"more then 1 bill in page, split num pages between them",2016-12-12,2016-12-12,0,0,182,140,162,78,360,234,360,234
2019858,20,"חוק ליישום ההסכם בין ממשלת מדינת ישראל לבין ממשלת הרפובליקה היוונית בדבר המעמד של כוחותיהן, התשע""ח-2017 ",משרד הביטחון,929,ועדת החוץ והביטחון,הביטחון,False,False,1146,2017-11-23,2671,44,8,,2017-07-10,2017-07-10,7,7,119,35,0,0,136,52,136,52
2019859,20,"חוק ליישום ההסכם בין ממשלת מדינת ישראל לבין ממשלת הרפובליקה של קפריסין בדבר המעמד של כוחותיהן, התשע""ח-2017 ",משרד הביטחון,929,ועדת החוץ והביטחון,הביטחון,False,False,1146,2017-11-23,2671,36,8,,2017-07-10,2017-07-10,0,0,126,42,0,0,136,52,136,52
2021846,20,"חוק משק החשמל (תיקון מס' 15), התשע""ח-2017 ",,926,ועדת הכלכלה,האנרגיה,False,False,1160,2017-11-16,2670,34,2,,2017-10-23,2017-10-23,14,14,1,1,0,0,24,24,24,24
2022222,20,"חוק לתיקון ולהארכת תוקפן של תקנות שעת חירום (שירותי עבודה חיוניים בוועדה לאנרגיה אטומית), התשע""ח-2017",משרד ראש הממשלה,929,ועדת החוץ והביטחון,,False,False,1163,2017-11-14,2669,30,4,,2017-10-30,2017-10-30,0,0,7,7,0,0,15,15,15,15
2006477,20,"חוק הגנת כינויי מקור וציונים גאוגרפיים (תיקון מס' 6), התשע""ח-2017",,926,ועדת הכלכלה,המשפטים,False,False,1068,2017-11-09,2668,26,4,,2016-07-25,2016-07-25,105,21,351,225,0,0,472,262,472,262
2013171,20,"חוק הביטוח הלאומי (תיקון מס' 198), התשע""ח-2017 ",,928,"ועדת העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים",False,False,1110,2017-11-09,2667,24,2,,2017-01-25,2017-01-25,27,27,251,125,0,0,288,162,288,162
2022262,20,"חוק ההוצאה לפועל (תיקון מס' 54), התשע""ח-2017",,932,"ועדת החוקה, חוק ומשפט",המשפטים,False,False,1087,2017-11-09,2667,22,1.0,"more then 1 bill in page, split num pages between them",2016-11-07,2016-11-07,63,63,,,,,367,241,367,241
2006043,20,"חוק הסדרים במשק המדינה (תיקוני חקיקה) (תיקון מס' 16), התשע""ח-2017",,926,ועדת הכלכלה,"האנרגיה, האוצר",True,False,1067,2017-11-07,2666,10,12,,2016-07-18,2016-07-18,175,91,57,57,142,100,477,267,477,267
2020522,20,"חוק סליקה אלקטרונית של שיקים (תיקון), התשע""ח-2017",משרד המשפטים,926,ועדת הכלכלה,המשפטים,False,False,1152,2017-11-07,2665,8,2,,2017-07-24,2017-07-24,2,2,89,5,0,0,106,22,106,22
570723,20,"חוק שכר מינימום (העלאת סכומי שכר מינימום – הוראת שעה) (תיקון), התשע""ח-2017 ",משרד התעשיה המסחר והתעסוקה,928,"ועדת העבודה, הרווחה והבריאות","העבודה, הרווחה והשירותים החברתיים",False,False,968,2017-11-07,2665,7,1,,2015-11-02,2015-11-02,0,0,722,463,0,0,736,477,736,477
2018704,20,"חוק ניירות ערך (תיקון מס' 66), התשע""ז-2017",,952,"הוועדה המיוחדת לדיון בהצעות חוק הבאות:הפיקוח על שירותים פיננסיים מוסדרים (הוראת שעה) (פ/5388),עבודת נשים-תקופת הלידה וההורות(השתתפות בעלות מעון יום ו-הסטודנטיות)","הכלכלה והתעשייה, האוצר, המשפטים",False,False,1138,2017-10-26,2664,2,4,,2017-06-20,2017-06-20,6,6,35,34,7,0,128,44,128,44
568146,20,"חוק הסדרת הלוואות חוץ-בנקאיות (תיקון מס' 5), התשע""ז-2017",,932,"ועדת החוקה, חוק ומשפט","הכלכלה והתעשייה, האוצר, המשפטים",False,False,936,2017-08-09,2663,1208,1,"page number restarted, might be more pages",2015-07-20,2015-07-20,7,7,113,43,609,434,751,496,751,496
2005422,20,"חוק לקידום הבנייה במתחמים מועדפים לדיור (הוראת שעה) (תיקון מס' 4), התשע""ז-2017",משרד האוצר,935,ועדת הפנים והגנת הסביבה,"האוצר, הפנים, המשפטים",False,False,1057,2017-08-07,2661,1164,12,,2016-07-06,2016-07-06,6,6,190,106,183,141,397,263,397,263
2005773,20,"חוק לתיקון פקודת המשטרה (תיקון מס' 33), התשע""ז-2017",,935,ועדת הפנים והגנת הסביבה,לביטחון הפנים,False,False,1060,2017-08-07,2659,1141,6,,2016-07-12,2016-07-12,6,6,189,105,182,140,391,257,391,257
2012330,20,"חוק לשכת עורכי הדין (תיקון מס' 39), התשע""ז-2017",,932,"ועדת החוקה, חוק ומשפט",המשפטים,False,False,1107,2017-08-07,2657,1115,2,,2017-01-11,2017-01-11,5,5,169,127,21,21,208,158,208,158
2013172,20,"חוק הרשות למאבק באלימות, בסמים ובאלכוהול, התשע""ז-2017 ",,935,ועדת הפנים והגנת הסביבה,"העבודה, הרווחה והשירותים החברתיים, הבריאות, לביטחון הפנים, הפנים, ראש הממשלה",False,False,1111,2017-08-07,2659,1136,5,,2017-01-25,2017-01-25,19,19,147,105,15,15,194,144,194,144
567248,20,"חוק העיצובים, התשע""ז-2017",,926,ועדת הכלכלה,"הכלכלה והתעשייה, האוצר, המשפטים",False,False,928,2017-08-07,2662,1176,32,,2015-07-06,2015-07-06,7,7,184,114,559,384,763,510,763,510
2014159,20,"חוק לתיקון פקודת מס הכנסה (מס' 242), התשע""ז-2017 ",משרד האוצר,922,ועדת הכספים,האוצר,False,False,1116,2017-08-06,2656,1092,12,,2017-02-13,2017-02-13,0,0,128,86,20,20,174,125,174,125
2015889,20,"חוק הפיקוח על שירותים פיננסיים (שירותים פיננסיים מוסדרים) (תיקון מס' 4), התשע""ז-2017 ",,952,"הוועדה המיוחדת לדיון בהצעות חוק הבאות:הפיקוח על שירותים פיננסיים מוסדרים (הוראת שעה) (פ/5388),עבודת נשים-תקופת הלידה וההורות(השתתפות בעלות מעון יום ו-הסטודנטיות)","הכלכלה והתעשייה, האוצר, המשפטים",False,False,1127,2017-08-06,2655,1067,25,,2017-03-20,2017-03-20,1,1,14,5,104,71,139,90,139,90
2011565,20,"חוק השקעות משותפות בנאמנות (תיקון מס' 28), התשע""ז-2017",,922,ועדת הכספים,האוצר,False,False,1103,2017-08-03,2654,1064,3,,2016-12-28,2016-12-28,12,12,120,78,68,68,218,172,218,172
2015891,20,"חוק קרן חינוך ארצות הברית-ישראל, התשע""ז-2017 ",,922,ועדת הכספים,החוץ,False,False,1130,2017-08-03,2652,1056,1,,2017-03-20,2017-03-20,1,1,119,77,0,0,136,90,136,90
571278,20,"חוק האזנת סתר (תיקון מס' 6), התשע""ז-2017",,929,ועדת החוץ והביטחון,ראש הממשלה,False,False,970,2017-08-03,2653,1060,0.5,"more then 1 bill in page, split num pages between them",2015-11-11,2015-11-11,19,19,114,114,467,292,631,452,631,452
2015546,20,"חוק לתיקון פקודת מס הכנסה (מס' 241), התשע""ז-2017",משרד האוצר,922,ועדת הכספים,האוצר,False,False,1083,2017-07-30,2651,1048,0.5,"more then 1 bill in page, split num pages between them",2015-05-11,2015-07-01,0,0,194,152,0,0,760,515,811,566
2015677,20,"חוק ההוצאה לפועל (תיקון מס' 53), התשע""ז-2017",,932,"ועדת החוקה, חוק ומשפט",המשפטים,False,False,1121,2017-07-30,2651,1049,1,,2017-03-14,2017-03-14,55,13,63,63,0,0,138,96,138,96
560324,20,"חוק סמכויות לשם מניעת ביצוע עבירות באמצעות אתר אינטרנט, התשע""ז-2017",,932,"ועדת החוקה, חוק ומשפט",המשפטים,False,False,839,2017-07-26,2650,1040,4,,2014-02-03,2014-02-03,8,8,1093,613,145,103,1269,747,1269,747
