BillID,KnessetNum,Name,PublicationDate,MagazineNumber,PageNumber,budget_publication,num_pages,num_pages_comment
139545,17,"חוק העונשין (תיקון מס' 96), התשס""ח-2008",2008-02-27 00:00:00,2135,216,,0.5,"more then 1 bill in page, split num pages between them"
184425,17,"חוק המפלגות (גביית סכומים לאוצר המדינה) (הוראת שעה), התשס""ח-2008",2008-02-27 00:00:00,2135,217,,1.0,"more then 1 bill in page, split num pages between them"
189813,17,"חוק העונשין (תיקון מס' 97), התשס""ח-2008",2008-02-27 00:00:00,2135,217,,1.0,"more then 1 bill in page, split num pages between them"
272324,17,"חוק חוקרים פרטיים ושירותי שמירה (תיקון מס' 3), התשס""ח-2008",2008-02-27 00:00:00,2135,217,,1.0,"more then 1 bill in page, split num pages between them"
272873,17,"חוק הכנסת (תיקון מס' 24), התשס""ח-2008",2008-03-06 00:00:00,2136,220,,1,
254681,17,"חוק מיסוי מקרקעין (שבח ורכישה) (תיקון מס' 62 - הוראת שעה), התשס""ח-2008",2008-03-06 00:00:00,2136,221,,2,
179362,17,"חוק מיסוי מקרקעין (שבח ורכישה) (תיקון מס' 63 - הוראת שעה), התשס""ח-2008",2008-03-06 00:00:00,2136,223,,4,
266307,17,"חוק מס הכנסה (תיאומים בשל אינפלציה) (תיקון מס' 20), התשס""ח-2008",2008-03-06 00:00:00,2136,227,,5,
185823,17,"חוק לתיקון פקודת התעבורה (מס' 85), התשס""ח-2008",2008-03-06 00:00:00,2136,232,,2.0,"more then 1 bill in page, split num pages between them"
262882,17,"חוק הבלו על הדלק (תיקון מס' 7), התשס""ח-2008",2008-03-06 00:00:00,2136,232,,2.0,"more then 1 bill in page, split num pages between them"
272926,17,"חוק התכנית להגדלת גמלאות הבטחת הכנסה לקשישים נזקקים ולסיוע לניצולי שואה (תיקוני חקיקה), התשס""ח-2008",2008-03-09 00:00:00,2137,236,,8,
260413,17,"חוק למניעת אלימות במשפחה (תיקון מס' 11), התשס""ח-2008",2008-03-09 00:00:00,2137,244,,1.0,"more then 1 bill in page, split num pages between them"
263345,17,"חוק כלי הירייה (תיקון מס' 15), התשס""ח-2008",2008-03-09 00:00:00,2137,244,,1.0,"more then 1 bill in page, split num pages between them"
261284,17,"חוק דמי מחלה (היעדרות בשל מחלת ילד) (תיקון מס' 8), התשס""ח-2008",2008-03-09 00:00:00,2137,246,,2,
261827,17,"חוק בתי המשפט (תיקון מס' 49), התשס""ח-2008",2008-03-10 00:00:00,2138,248,,1,
268453,17,"חוק תשלום קצבאות לחיילי מילואים ולבני משפחותיהם (תיקון מס' 3), התשס""ח-2008",2008-03-10 00:00:00,2138,249,,1,
186481,17,"חוק שוויון זכויות לאנשים עם מוגבלות (תיקון מס' 5), התשס""ח-2008",2008-03-10 00:00:00,2138,250,,1.0,"more then 1 bill in page, split num pages between them"
270672,17,"חוק משק החשמל (תיקון מס' 7), התשס""ח-2008",2008-03-10 00:00:00,2138,250,,1.0,"more then 1 bill in page, split num pages between them"
131867,17,"חוק הביטוח הלאומי (תיקון מס' 105), התשס""ח-2008",2008-03-18 00:00:00,2139,252,,0.5,"more then 1 bill in page, split num pages between them"
252810,17,"חוק בתי המשפט (תיקון מס' 42 והוראת שעה) (תיקון), התשס""ח-2008",2008-03-18 00:00:00,2139,252,,0.5,"more then 1 bill in page, split num pages between them"
243536,17,"חוק הרשויות המקומיות (בחירות) (תיקון מס' 35), התשס""ח-2008",2008-03-18 00:00:00,2139,253,,1,
190590,17,"חוק ועדת שמיטה ממלכתית, התשס""ח-2008",2008-03-18 00:00:00,2139,254,,2,
262892,17,"חוק הגליל (תיקון מס' 11), התשס""ח-2008",2008-03-18 00:00:00,2139,256,,4,
257589,17,"חוק ניירות ערך (תיקון מס' 35), התשס""ח-2008",2008-03-18 00:00:00,2140,260,,5,
130667,17,"חוק הבחירות (דרכי תעמולה) (תיקון מס' 24), התשס""ח-2008",2008-03-18 00:00:00,2140,265,,0.5,"more then 1 bill in page, split num pages between them"
132276,17,"חוק הבחירות (דרכי תעמולה) (תיקון מס' 25), התשס""ח-2008",2008-03-18 00:00:00,2140,265,,0.5,"more then 1 bill in page, split num pages between them"
262880,17,"חוק מס ערך מוסף (תיקון מס' 36), התשס""ח-2008",2008-03-18 00:00:00,2140,266,,1,
260947,17,"חוק התקציב לשנת הכספים 2008, התשס""ח-2007",2008-03-20 00:00:00,2141,267,,115,
181767,17,"חוק לתיקון פקודת התעבורה (מס' 86), התשס""ח-2008",2008-03-27 00:00:00,2142,382,,1,
247148,17,"חוק שמאי מקרקעין (תיקון מס' 2), התשס""ח-2008",2008-03-27 00:00:00,2142,383,,2,
146805,17,"חוק חובת המכרזים (תיקון מס' 19), התשס""ח-2008",2008-03-27 00:00:00,2142,385,,1,
244986,17,"חוק עבודת נשים (תיקון מס' 44), התשס""ח-2008",2008-03-27 00:00:00,2142,386,,1,
267549,17,"חוק שהייה שלא כדין (איסור סיוע) (הוראות שעה) (תיקון מס' 11), התשס""ח-2008",2008-03-27 00:00:00,2142,387,,3,
273970,17,"חוק הביטוח הלאומי (תיקון מס' 106), התשס""ח-2008",2008-03-30 00:00:00,2143,390,,1,
131284,17,"חוק המרשם הפלילי ותקנת השבים (תיקון מס' 8), התשס""ח-2008",2008-03-30 00:00:00,2143,391,,3,
18814,17,"חוק השתלת אברים, התשס""ח-2008",2008-03-31 00:00:00,2144,394,,12,
242960,17,"חוק מוות מוחי-נשימתי, התשס""ח-2008",2008-03-31 00:00:00,2144,406,,4,
253109,17,"חוק לקידום יישובם של מפוני גוש קטיף, חבל עזה וצפון השומרון, התשס""ח-2008",2008-04-03 00:00:00,2145,410,,3,
182675,17,"חוק לתיקון פקודת ביטוח רכב מנועי (מס' 17), התשס""ח-2008",2008-04-03 00:00:00,2145,413,,2,
184426,17,"חוק סדר הדין הפלילי (תיקון מס' 55), התשס""ח-2008",2008-04-03 00:00:00,2145,415,,3,
261388,17,"חוק המכר (דירות) (הבטחת השקעות של רוכשי דירות) (תיקון מס' 4), התשס""ח-2008",2008-04-06 00:00:00,2146,418,,8,
279368,17,"חוק המכר (דירות) (הבטחת השקעות של רוכשי דירות) (תיקון מס' 5), התשס""ח-2008",2008-04-06 00:00:00,2146,426,,1,
252959,17,"חוק הגבלת השימוש ורישום פעולות בחלקי רכב משומשים (מניעת גניבות) (תיקון מס' 4 - הוראת שעה), התשס""ח-2008",2008-04-06 00:00:00,2146,427,,2,
137090,17,"חוק התקשורת (בזק ושידורים) (תיקון מס' 39), התשס""ח-2008",2008-04-06 00:00:00,2146,429,,1,
263323,17,"חוק התקנים (תיקון מס' 8), התשס""ח-2008",2008-04-06 00:00:00,2146,430,,2.0,"more then 1 bill in page, split num pages between them"
287073,17,"חוק הרבנות הראשית לישראל (תיקון מס' 2), התשס""ח-2008",2008-04-06 00:00:00,2146,430,,2.0,"more then 1 bill in page, split num pages between them"
136539,17,"חוק זכויות תלמידים עם לקות למידה במוסדות על-תיכוניים, התשס""ח-2008",2008-04-08 00:00:00,2147,434,,6,
134239,17,"חוק הרשויות המקומיות (ממונה על תלונות הציבור), התשס""ח-2008",2008-04-08 00:00:00,2147,440,,4,
240795,17,"חוק איסור השקעה בתאגידים המקיימים קשר עסקי עם איראן, התשס""ח-2008",2008-04-08 00:00:00,2147,444,,3,
265074,17,"חוק שירות המדינה (גמלאות) (תיקון מס' 48), התשס""ח-2008",2008-04-08 00:00:00,2147,447,,3,
262959,17,"חוק הסדרת הטיפול בחופי הכנרת, התשס""ח-2008",2008-04-10 00:00:00,2148,450,,16,
273968,17,"חוק לתיקון פקודת התעבורה (מס' 87), התשס""ח-2008",2008-04-10 00:00:00,2148,466,,1,
190132,17,"חוק לתיקון פקודת התעבורה (מס' 88 - הוראת שעה), התשס""ח-2008",2008-04-10 00:00:00,2148,467,,3,
264251,17,"חוק הכנסת (תיקון מס' 25), התשס""ח-2008",2008-04-10 00:00:00,2149,470,,3,
177016,17,"חוק רישום ציוד וגיוסו לצבא הגנה לישראל (תיקון מס' 4), התשס""ח-2008",2008-04-10 00:00:00,2149,473,,6,
86271,17,"חוק הפעלת רכב (מנועים ודלק) (תיקון מס' 4), התשס""ח-2008",2008-04-10 00:00:00,2149,479,,3,
135003,17,"חוק לעידוד של שילוב וקידום של נשים בעבודה ושל התאמת מקומות עבודה לנשים, התשס""ח-2008",2008-04-10 00:00:00,2149,482,,3,
130751,17,"חוק סיוע לקטינים נפגעי עבירות מין או אלימות, התשס""ח-2008",2008-04-10 00:00:00,2149,485,,2,
262958,17,"חוק איגודי ערים (תיקון מס' 5), התשס""ח-2008",2008-04-10 00:00:00,2149,487,,3,
130538,17,"חוק הגנת הצרכן (תיקון מס' 22), התשס""ח-2008",2008-04-10 00:00:00,2150,490,,3,
261466,17,"חוק הגנת הצרכן (תיקון מס' 23), התשס""ח-2008",2008-04-10 00:00:00,2150,493,,3,
287071,17,"חוק שירות ביטחון (הוראת שעה) (הצבת יוצאי צבא בשירות בתי הסוהר) (תיקון), התשס""ח-2008",2008-04-10 00:00:00,2150,496,,3,
280348,17,"חוק ארוחה יומית לתלמיד (תיקון), התשס""ח-2008",2008-04-13 00:00:00,2151,499,,3,
245332,17,"חוק שירות המילואים, התשס""ח-2008",2008-04-16 00:00:00,2152,502,,16,
103033,17,"חוק התקשורת (בזק ושידורים) (תיקון מס' 40), התשס""ח-2008",2008-06-01 00:00:00,2153,518,,4,
277215,17,"חוק לתיקון פקודת העיריות (מס' 115), התשס""ח-2008",2008-06-01 00:00:00,2153,522,,1.0,"more then 1 bill in page, split num pages between them"
286171,17,"חוק הרשויות המקומיות (בחירות) (הוראת שעה), התשס""ח-2008",2008-06-01 00:00:00,2153,522,,1.0,"more then 1 bill in page, split num pages between them"
266935,17,"חוק לתיקון פקודת מס הכנסה (מס' 165), התשס""ח-2008",2008-06-11 00:00:00,2154,524,,5,
102532,17,"חוק הגבלת הפרסומת והשיווק של מוצרי טבק (תיקון מס' 5), התשס""ח-2008",2008-06-11 00:00:00,2154,529,,1,
281775,17,"חוק ניירות ערך (תיקון מס' 36), התשס""ח-2008",2008-06-11 00:00:00,2154,530,,2,
260774,17,"חוק לתיקון פקודת הסטטיסטיקה (מס' 2), התשס""ח-2008",2008-06-11 00:00:00,2155,532,,1,
84397,17,"חוק חינוך ממלכתי (תיקון מס' 9), התשס""ח-2008",2008-06-11 00:00:00,2155,533,,1,
188181,17,"חוק הרשויות המקומיות (אכיפה סביבתית - סמכויות פקחים), התשס""ח-2008",2008-06-11 00:00:00,2155,534,,6,
254314,17,"חוק לתיקון פקודת בתי הסוהר (מס' 35), התשס""ח-2008",2008-06-16 00:00:00,2156,540,,28,
87930,17,"חוק לתיקון פקודת הפטנטים והמדגמים (מס' 9), התשס""ח-2008",2008-06-16 00:00:00,2157,568,,0.5,"more then 1 bill in page, split num pages between them"
252999,17,"חוק הסדרת מקומות רחצה (תיקון מס' 5), התשס""ח-2008",2008-06-16 00:00:00,2157,568,,0.5,"more then 1 bill in page, split num pages between them"
183183,17,"חוק שיקים ללא כיסוי (תיקון מס' 7), התשס""ח-2008",2008-06-16 00:00:00,2157,569,,3,
294254,17,"חוק סדר הדין הפלילי (חקירת חשודים) (תיקון מס' 4), התשס""ח-2008",2008-06-17 00:00:00,2158,572,,2,
134844,17,"חוק הגנה על עובדים (חשיפת עבירות ופגיעה בטוהר המידות או במינהל התקין) (תיקון מס' 2), התשס""ח-2008",2008-06-26 00:00:00,2159,574,,2,
256144,17,"חוק הגנת הצרכן (תיקון מס' 24), התשס""ח-2008",2008-06-26 00:00:00,2159,576,,2,
176075,17,"חוק קליטת חיילים משוחררים (תיקון מס' 7), התשס""ח-2008",2008-06-26 00:00:00,2159,578,,2,
277845,17,"חוק המפלגות (תיקון מס' 14), התשס""ח-2008",2008-07-03 00:00:00,2160,580,,15,
296331,17,"חוק לשכת עורכי הדין (תיקון מס' 32), התשס""ח-2008",2008-07-03 00:00:00,2160,595,,7,
139133,17,"חוק לתיקון פקודת הסמים המסוכנים (מס' 9), התשס""ח-2008",2008-07-03 00:00:00,2160,602,,2,
249919,17,"חוק הסעה בטיחותית לילדים ולפעוטות עם מוגבלות (תיקון מס' 4), התשס""ח-2008",2008-07-03 00:00:00,2161,604,,0.5,"more then 1 bill in page, split num pages between them"
273355,17,"חוק אמנת הבנק האירופי לשיקום ולפיתוח, התשס""ח-2008",2008-07-03 00:00:00,2161,604,,0.5,"more then 1 bill in page, split num pages between them"
135137,17,"חוק לתיקון פקודת התעבורה (מס' 89), התשס""ח-2008",2008-07-03 00:00:00,2161,605,,1,
258728,17,"חוק הגנת הצרכן (תיקון מס' 25), התשס""ח-2008",2008-07-03 00:00:00,2161,606,,1,
291538,17,"חוק הביטוח הלאומי (תיקון מס' 108), התשס""ח-2008",2008-07-03 00:00:00,2161,607,,1,
180563,17,"חוק לתיקון פקודת בתי הסוהר (מס' 36), התשס""ח-2008",2008-07-03 00:00:00,2161,608,,0.5,"more then 1 bill in page, split num pages between them"
186460,17,"חוק העונשין (תיקון מס' 98), התשס""ח-2008",2008-07-03 00:00:00,2161,608,,0.5,"more then 1 bill in page, split num pages between them"
263985,17,"חוק ביטוח בריאות ממלכתי (הוראת שעה), התשס""ח-2008",2008-07-03 00:00:00,2161,609,,1,
262961,17,"חוק פיצויים לנפגעי תאונות דרכים (תיקון מס' 21), התשס""ח-2008",2008-07-03 00:00:00,2161,610,,2,
180238,17,"חוק הגנת השכר (תיקון מס' 24), התשס""ח-2008",2008-07-06 00:00:00,2162,612,,8,
140027,17,"חוק להגבלת עוצמת הקול בתשדירי פרסומת, בקדימונים ובשידורים אחרים (תיקוני חקיקה), התשס""ח-2008",2008-07-06 00:00:00,2163,620,,4,
142351,17,"חוק זכויות נפגעי עבירה (תיקון מס' 5), התשס""ח-2008",2008-07-09 00:00:00,2164,624,,1,
264106,17,"חוק חג הסיגד, התשס""ח-2008",2008-07-09 00:00:00,2164,625,,1,
243222,17,חוק-יסוד: הכנסת (תיקון מס' 39),2008-07-09 00:00:00,2164,626,,2,
176929,17,"חוק הרשויות המקומיות (יועצת לענייני מעמד האישה) (תיקון), התשס""ח-2008",2008-07-10 00:00:00,2165,628,,4,
282633,17,"חוק התכנון והבנייה (תיקון מס' 84 והוראת שעה), התשס""ח-2008",2008-07-10 00:00:00,2165,632,,12,
262552,17,"חוק הרשויות המקומיות (בחירות) (תיקון מס' 37), התשס""ח-2008",2008-07-14 00:00:00,2166,644,,0.5,"more then 1 bill in page, split num pages between them"
262873,17,"חוק הרשויות המקומיות (העברת תשלומים מהמדינה) (תיקון מס' 2), התשס""ח-2008",2008-07-14 00:00:00,2166,644,,0.5,"more then 1 bill in page, split num pages between them"
142606,17,"חוק שיווי זכויות האישה (תיקון מס' 8), התשס""ח-2008",2008-07-14 00:00:00,2166,645,,1.0,"more then 1 bill in page, split num pages between them"
262887,17,"חוק משק הדלק (קידום התחרות) (תיקון) (תיקון), התשס""ח-2008",2008-07-14 00:00:00,2166,645,,1.0,"more then 1 bill in page, split num pages between them"
291194,17,"חוק הכניסה לישראל (תיקון מס' 17), התשס""ח-2008",2008-07-14 00:00:00,2166,645,,1.0,"more then 1 bill in page, split num pages between them"
302263,17,"חוק שירותי הדת היהודיים (תיקון מס' 13), התשס""ח-2008",2008-07-17 00:00:00,2167,648,,6,
189071,17,"חוק ביטוח בריאות ממלכתי (תיקון מס' 41), התשס""ח-2008",2008-07-17 00:00:00,2167,654,,1,
271280,17,"חוק צער בעלי חיים (הגנה על בעלי חיים) (תיקון מס' 7), התשס""ח-2008",2008-07-17 00:00:00,2167,655,,5,
247681,17,"חוק חינוך ממלכתי (תיקון מס' 10), התשס""ח-2008",2008-07-21 00:00:00,2168,660,,2,
297600,17,"חוק העונשין (תיקון מס' 99), התשס""ח-2008",2008-07-21 00:00:00,2168,662,,2,
137688,17,"חוק בתי המשפט (תיקון מס' 51), התשס""ח-2008",2008-07-21 00:00:00,2168,664,,4,
261826,17,"חוק בתי המשפט (תיקון מס' 52), התשס""ח-2008",2008-07-27 00:00:00,2169,668,,1.5,"more then 1 bill in page, split num pages between them"
301113,17,"חוק הכנסת (מספר הסגנים ליושב ראש הכנסת בתקופת כהונתה של הכנסת השבע-עשרה), התשס""ח-2008",2008-07-27 00:00:00,2169,668,,1.5,"more then 1 bill in page, split num pages between them"
254691,17,"חוק הביטוח הלאומי (תיקון מס' 109), התשס""ח-2008",2008-07-27 00:00:00,2169,671,,9,
253982,17,"חוק הצבת מכשירי החייאה במקומות ציבוריים, התשס""ח-2008",2008-07-29 00:00:00,2170,680,,2,
243542,17,"חוק החברות (תיקון מס' 8), התשס""ח-2008",2008-07-29 00:00:00,2170,682,,2,
188400,17,"חוק לתיקון פקודת הבנקאות (מס' 25), התשס""ח-2008",2008-07-29 00:00:00,2170,684,,0.3,"more then 1 bill in page, split num pages between them"
190003,17,"חוק משפחות חיילים שנספו במערכה (תגמולים ושיקום) (תיקון מס' 29), התשס""ח-2008",2008-07-29 00:00:00,2170,684,,0.3,"more then 1 bill in page, split num pages between them"
262876,17,"חוק לתיקון פקודת מס הכנסה (מס' 166), התשס""ח-2008",2008-07-29 00:00:00,2170,684,,0.3,"more then 1 bill in page, split num pages between them"
262878,17,"חוק לתיקון פקודת מס הכנסה (מס' 167), התשס""ח-2008",2008-07-28 00:00:00,2170,685,,1,
264534,17,"חוק הבטחת הכנסה (תיקון מס' 33), התשס""ח-2008",2008-07-29 00:00:00,2170,686,,2,
139134,17,"חוק הנוער (שפיטה, ענישה ודרכי טיפול) (תיקון מס' 14), התשס""ח-2008",2008-07-30 00:00:00,2171,688,,32,
131148,17,"חוק הסדרת העיסוק במקצועות הבריאות, התשס""ח-2008",2008-07-30 00:00:00,2172,720,,13,
272320,17,"חוק זכרון השואה והגבורה - יד ושם (תיקון מס' 4), התשס""ח-2008",2008-07-30 00:00:00,2172,733,,0.5,"more then 1 bill in page, split num pages between them"
286172,17,"חוק המועצות האזוריות (מועד בחירות כלליות) (תיקון מס' 5), התשס""ח-2008",2008-07-30 00:00:00,2172,733,,0.5,"more then 1 bill in page, split num pages between them"
300572,17,"חוק שירות ביטחון (הוראת שעה) (תיקון מס' 12), התשס""ח-2008",2008-07-30 00:00:00,2172,734,,2,
241807,17,"חוק מידע גנטי (תיקון מס' 3), התשס""ח-2008",2008-07-30 00:00:00,2173,736,,6,
249222,17,"חוק מוסדות חינוך תרבותיים ייחודיים, התשס""ח-2008",2008-07-30 00:00:00,2173,742,,10,
98122,17,"חוק אוויר נקי, התשס""ח-2008",2008-07-31 00:00:00,2174,752,,44,
299491,17,"חוק להגדלת שיעור ההשתתפות בכוח העבודה ולצמצום פערים חברתיים (מס הכנסה שלילי) (תיקון), התשס""ח-2008",2008-08-05 00:00:00,2175,796,,2,
251936,17,"חוק התכנון והבנייה (תיקון מס' 86), התשס""ח-2008",2008-08-05 00:00:00,2175,798,,2,
248010,17,"חוק הרשויות המקומיות (בחירת ראש הרשות וסגניו וכהונתם) (תיקון מס' 27), התשס""ח-2008",2008-08-05 00:00:00,2175,800,,1,
272761,17,"חוק הרשויות המקומיות (מימון בחירות) (תיקון מס' 9 והוראת שעה), התשס""ח-2008",2008-08-05 00:00:00,2175,801,,1,
300575,17,"חוק משק החשמל (תיקון מס' 8), התשס""ח-2008",2008-08-05 00:00:00,2175,802,,2,
262968,17,"חוק החברות הממשלתיות (תיקון מס' 24), התשס""ח-2008",2008-08-06 00:00:00,2176,804,,6,
175478,17,"חוק האזרחות (תיקון מס' 9), התשס""ח-2008",2008-08-06 00:00:00,2176,810,,2,
186640,17,"חוק העונשין (תיקון מס' 100), התשס""ח-2008",2008-08-06 00:00:00,2176,812,,1,
184961,17,"חוק בתי המשפט (תיקון מס' 55), התשס""ח-2008",2008-08-06 00:00:00,2176,813,,0.5,"more then 1 bill in page, split num pages between them"
190121,17,"חוק החברות (תיקון מס' 9), התשס""ח-2008",2008-08-06 00:00:00,2176,813,,0.5,"more then 1 bill in page, split num pages between them"
245328,17,"חוק כרטיסי חיוב (תיקון מס' 4), התשס""ח-2008",2008-08-06 00:00:00,2176,814,,0.7,"more then 1 bill in page, split num pages between them"
300574,17,"חוק שירות ביטחון (תיקון מס' 7 והוראת שעה) (שירות במשטרה ושירות מוכר) (תיקון מס' 9), התשס""ח-2008",2008-08-06 00:00:00,2176,814,,0.7,"more then 1 bill in page, split num pages between them"
300694,17,"חוק שירות ביטחון (הוראת שעה) (הצבת יוצאי צבא בשירות בתי הסוהר) (תיקון מס' 2), התשס""ח-2008",2008-08-06 00:00:00,2176,814,,0.7,"more then 1 bill in page, split num pages between them"
185055,17,"חוק מכירת רכב משומש (זכאות למידע וגילוי נאות), התשס""ח-2008",2008-08-06 00:00:00,2176,816,,4,
295638,17,"חוק מבקר המדינה (תיקון מס' 43), התשס""ח-2008",2008-08-06 00:00:00,2177,820,,1,
266509,17,"חוק הרשות הישראלית לחילופי נוער וצעירים, התשס""ח-2008",2008-08-06 00:00:00,2177,821,,4,
262894,17,"חוק לתיקון פקודת בריאות העם (תיקון מס' 22), התשס""ח-2008",2008-07-30 00:00:00,2177,825,,0.5,"more then 1 bill in page, split num pages between them"
184014,17,"חוק הביטוח הלאומי (תיקון מס' 110), התשס""ח-2008",2008-08-06 00:00:00,2177,825,,0.5,"more then 1 bill in page, split num pages between them"
293662,17,"חוק שירותי הדת היהודיים (תיקון מס' 14), התשס""ח-2008",2008-08-06 00:00:00,2177,826,,1.0,"more then 1 bill in page, split num pages between them"
302351,17,"חוק סדר הדין הפלילי (סמכויות אכיפה - מעצרים) (היוועדות חזותית - הוראת שעה) (תיקון), התשס""ח-2008",2008-08-06 00:00:00,2177,826,,1.0,"more then 1 bill in page, split num pages between them"
289363,17,"חוק כליאתם של לוחמים בלתי חוקיים (תיקון והוראת שעה), התשס""ח-2008",2008-08-07 00:00:00,2178,828,,5,
263865,17,"חוק המטה לביטחון לאומי, התשס""ח-2008",2008-08-07 00:00:00,2178,833,,4,
250844,17,"חוק מימון הוצאות למשפחות שבויים ונעדרים, התשס""ח-2008",2008-08-07 00:00:00,2178,837,,3,
291193,17,"חוק התכנון והבנייה (תיקון מס' 87), התשס""ח-2008",2008-08-07 00:00:00,2179,840,,1,
87972,17,"חוק המועצה הישראלית לצרכנות, התשס""ח-2008",2008-08-07 00:00:00,2179,841,,5,
269545,17,"חוק המרכז להנצחת מורשת גוש קטיף וצפון השומרון, התשס""ח-2008",2008-08-07 00:00:00,2180,846,,4,
131585,17,"חוק הדיור הציבורי (זכויות רכישה) (תיקון מס' 3), התשס""ח-2008",2008-08-07 00:00:00,2180,850,,4,
176268,17,"חוק הדרכים (שילוט) (תיקון מס' 5), התשס""ח-2008",2008-08-07 00:00:00,2180,854,,1,
144214,17,"חוק הביטוח הלאומי (תיקון מס' 111), התשס""ח-2008",2008-08-07 00:00:00,2180,855,,3,
140670,17,"חוק הגנת הסביבה (המזהם משלם) (תיקוני חקיקה), התשס""ח-2008",2008-08-11 00:00:00,2181,858,,17,
23140,17,"חוק מעונות יום שיקומיים (תיקון מס' 3), התשס""ח-2008",2008-08-11 00:00:00,2181,875,,3,
257540,17,"חוק איסור אלימות בספורט, התשס""ח-2008",2008-08-12 00:00:00,2182,878,,12,
289012,17,"חוק המכינות הקדם-צבאיות, התשס""ח-2008",2008-08-12 00:00:00,2182,890,,4,
111972,17,"חוק הספנות (עבירות נגד ביטחון השיט הבין-לאומי ומתקנים ימיים), התשס""ח-2008",2008-09-02 00:00:00,2183,894,,8,
300696,17,"חוק לתיקון פקודת מס הכנסה (מס' 168 והוראת שעה), התשס""ח-2008",2008-09-16 00:00:00,2184,902,,1,"page number restarted, might be more pages"
16127,17,"חוק להגנת חיית הבר (תיקון מס' 6), התשס""ט-2008",2008-11-05 00:00:00,2185,2,,1.5,"more then 1 bill in page, split num pages between them"
303033,17,"חוק לעידוד הפקת סרטים בישראל (הוראת שעה ותיקון חקיקה), התשס""ט-2008",2008-11-05 00:00:00,2185,2,,1.5,"more then 1 bill in page, split num pages between them"
251402,17,"חוק היטלי סחר (תיקון מס' 4), התשס""ט-2008",2008-11-05 00:00:00,2185,5,,13,
130750,17,"חוק יחסי ממון בין בני זוג (תיקון מס' 4), התשס""ט-2008",2008-11-12 00:00:00,2186,18,,3,
252652,17,"חוק המפלגות (תיקון מס' 15), התשס""ט-2008",2008-11-12 00:00:00,2186,21,,1,
182680,17,"חוק הבוררות (תיקון מס' 2), התשס""ט-2008",2008-11-12 00:00:00,2186,22,,2,
130306,17,"חוק לתיקון פקודת הרוקחים (מס' 15), התשס""ט-2008",2008-11-12 00:00:00,2186,24,,2,
144605,17,"חוק הגבלת שירותי שמירה בבתים משותפים, התשס""ט-2008",2008-11-12 00:00:00,2187,26,,1,
257610,17,"חוק הסדרת מחקרים במחוללי מחלות ביולוגיים, התשס""ט-2008",2008-11-12 00:00:00,2187,27,,9,
263313,17,"חוק הפיקוח על מכונים פסיכומטריים, התשס""ט-2008",2008-11-12 00:00:00,2187,36,,2,
241123,17,"חוק התגמולים לנפגעי פעולות איבה (תיקון מס' 25), התשס""ט-2008",2008-11-12 00:00:00,2187,38,,4,
182824,17,"חוק ההוצאה לפועל (תיקון מס' 29), התשס""ט-2008",2008-11-16 00:00:00,2188,42,,28,
99830,17,"חוק ניירות ערך (תיקון מס' 37), התשס""ט-2008",2008-11-16 00:00:00,2189,70,,5,
253690,17,"חוק זכויות הסטודנט (תיקון), התשס""ט-2008",2008-11-16 00:00:00,2189,75,,1,
272325,17,"חוק חסינות מדינות זרות, התשס""ט-2008",2008-11-16 00:00:00,2189,76,,6,
142302,17,"חוק התכנון והבנייה (תיקון מס' 88), התשס""ט-2008",2008-11-16 00:00:00,2190,82,,1.0,"more then 1 bill in page, split num pages between them"
262988,17,"חוק התכנון והבנייה (תיקון מס' 89), התשס""ט-2008",2008-11-16 00:00:00,2190,82,,1.0,"more then 1 bill in page, split num pages between them"
292371,17,"חוק התקשורת (המשך שידורי חדשות מקומיות בטלוויזיה) (תיקוני חקיקה) (הוראות שעה) (תיקון) (הארכת תוקף הוראות שעה), התשס""ט-2008",2008-11-16 00:00:00,2190,84,,0.5,"more then 1 bill in page, split num pages between them"
311793,17,"חוק ערי ואזורי פיתוח (תיקון מס' 9), התשס""ט-2008",2008-11-16 00:00:00,2190,84,,0.5,"more then 1 bill in page, split num pages between them"
262387,17,"חוק הביטוח הלאומי (תיקון מס' 112), התשס""ט-2008",2008-11-16 00:00:00,2190,85,,1.0,"more then 1 bill in page, split num pages between them"
291198,17,"חוק לעידוד השקעות הון (תיקון מס' 65), התשס""ט-2008",2008-11-16 00:00:00,2190,85,,1.0,"more then 1 bill in page, split num pages between them"
262962,17,"חוק שירות המדינה (מינויים) (תיקון מס' 14), התשס""ט-2008",2008-11-16 00:00:00,2190,87,,1,
310515,17,"חוק שירות אזרחי (תיקוני חקיקה), התשס""ט-2008",2008-11-16 00:00:00,2190,88,,1,
310879,17,"חוק הרשויות המקומיות (ביטול איחוד המועצות המקומיות דלית אל כרמל ועוספיה), התשס""ט-2008",2008-11-16 00:00:00,2190,89,,5,
177155,17,"חוק שמירת הניקיון (תיקון מס' 12), התשס""ט-2008",2008-11-16 00:00:00,2191,94,,0.5,"more then 1 bill in page, split num pages between them"
272809,17,"חוק הרשויות המקומיות (בחירות) (תיקון מס' 39), התשס""ט-2008",2008-11-16 00:00:00,2191,94,,0.5,"more then 1 bill in page, split num pages between them"
288816,17,"חוק הביטוח הלאומי (תיקון מס' 7) (תיקון), התשס""ט-2008",2008-11-16 00:00:00,2191,95,,0.5,"more then 1 bill in page, split num pages between them"
